locus	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
1723	11	117295642	118901213	2867	274	LBD_chia2021	MS_imsgc2019	0.0568661	-0.29083	0.42093	0.00323375	0	0.18859	0.736656
1723	11	117295642	118901213	2867	274	LBD_chia2021	PD_nalls2019	0.107244	-0.17218	0.40734	0.0115013	0	0.16697	0.438294
1723	11	117295642	118901213	2867	274	LBD_chia2021	SCZ_pardinas2018	0.0805307	-0.26668	0.43711	0.0064852	0	0.19907	0.628526
1723	11	117295642	118901213	2867	274	LBD_chia2021	UC_delange2017	-0.369478	-0.85373	0.0362	0.136514	0	0.72885	0.0722378
1723	11	117295642	118901213	2867	274	MS_imsgc2019	PD_nalls2019	0.0334081	-0.17284	0.24022	0.0011161	0	0.06086	0.745402
1723	11	117295642	118901213	2867	274	MS_imsgc2019	SCZ_pardinas2018	0.287735	0.0452	0.53556	0.0827913	0.00267	0.28683	0.0232272
1723	11	117295642	118901213	2867	274	MS_imsgc2019	UC_delange2017	0.131482	-0.19411	0.45268	0.0172876	0	0.20661	0.403498
1723	11	117295642	118901213	2867	274	PD_nalls2019	SCZ_pardinas2018	0.0502956	-0.1455	0.25302	0.00252965	0	0.06544	0.617497
1723	11	117295642	118901213	2867	274	PD_nalls2019	UC_delange2017	0.101145	-0.15353	0.37081	0.0102303	0	0.13798	0.430975
1723	11	117295642	118901213	2867	274	SCZ_pardinas2018	UC_delange2017	-0.0417646	-0.36954	0.26544	0.00174428	0	0.14629	0.786756
1726	11	121208187	122589224	2052	215	AD_schwartzentruber2021	PD_nalls2019	0.0789599	-0.17193	0.32745	0.00623466	0	0.10865	0.514523
1726	11	121208187	122589224	2052	215	AD_schwartzentruber2021	SCZ_pardinas2018	-0.132625	-0.54509	0.24492	0.0175893	0	0.29868	0.471837
1726	11	121208187	122589224	2052	215	PD_nalls2019	SCZ_pardinas2018	-0.108228	-0.37703	0.14182	0.0117134	0	0.14234	0.389364
1729	11	124403478	125266684	1409	204	ALS_vanrheenen2021	CD_delange2017	-0.125948	-0.51426	0.23503	0.0158629	0	0.26636	0.48415
1729	11	124403478	125266684	1409	204	ALS_vanrheenen2021	PD_nalls2019	-0.0199764	-0.33091	0.27781	0.000399055	0	0.13133	0.892898
1729	11	124403478	125266684	1409	204	ALS_vanrheenen2021	SCZ_pardinas2018	0.122475	-0.23077	0.49344	0.0150001	0	0.24691	0.479998
1729	11	124403478	125266684	1409	204	CD_delange2017	PD_nalls2019	-0.23271	-0.4827	0.00721	0.054154	0	0.233	0.055306
1729	11	124403478	125266684	1409	204	CD_delange2017	SCZ_pardinas2018	0.274385	-0.00883	0.56403	0.0752871	0	0.31813	0.0557507
1729	11	124403478	125266684	1409	204	PD_nalls2019	SCZ_pardinas2018	0.227025	9e-04	0.46364	0.0515405	0.00071	0.21496	0.052101
1735	11	130500784	131424361	1520	216	PD_nalls2019	SCZ_pardinas2018	0.0489427	-0.14751	0.24896	0.00239539	0	0.06356	0.620153
1736	11	131424362	132584401	2072	255	PD_nalls2019	SCZ_pardinas2018	0.113626	-0.05793	0.28841	0.0129108	0	0.08318	0.195831
1738	11	133521643	134351064	1253	212	LBD_chia2021	PD_nalls2019	0.291281	0.07945	0.53916	0.0848449	0.00644	0.29069	0.00975971
1738	11	133521643	134351064	1253	212	LBD_chia2021	SCZ_pardinas2018	-0.269627	-0.60069	0.02973	0.0726985	0	0.36083	0.073416
1738	11	133521643	134351064	1253	212	PD_nalls2019	SCZ_pardinas2018	0.136623	0.00161	0.27096	0.0186658	0.00023	0.07342	0.0477322
1742	12	1942427	3069506	1825	205	PD_nalls2019	SCZ_pardinas2018	-0.0092391	-0.22215	0.20041	8.5361e-05	0	0.05919	0.930638
1746	12	6023701	6948954	1112	162	CD_delange2017	MS_imsgc2019	-0.111858	-0.47141	0.22534	0.0125123	0	0.2237	0.508713
1746	12	6023701	6948954	1112	162	CD_delange2017	PD_nalls2019	-0.0866974	-0.29022	0.11565	0.00751644	0	0.08437	0.403006
1746	12	6023701	6948954	1112	162	MS_imsgc2019	PD_nalls2019	-0.109583	-0.34978	0.13175	0.0120083	0	0.12243	0.358924
1749	12	8760629	10176713	2268	205	CD_delange2017	MS_imsgc2019	-0.294164	-0.65765	0.01405	0.0865322	0	0.4325	0.0650119
1749	12	8760629	10176713	2268	205	CD_delange2017	PD_nalls2019	0.327582	0.07012	0.59857	0.10731	0.0053	0.35828	0.0147514
1749	12	8760629	10176713	2268	205	CD_delange2017	UC_delange2017	0.477982	0.22581	0.7086	0.228466	0.05099	0.50212	0.000918149
1749	12	8760629	10176713	2268	205	MS_imsgc2019	PD_nalls2019	0.00194927	NA	NA	3.79965e-06	NA	NA	0.989422
1749	12	8760629	10176713	2268	205	MS_imsgc2019	UC_delange2017	-0.265131	-0.60549	0.04136	0.0702944	0	0.36662	0.0855746
1749	12	8760629	10176713	2268	205	PD_nalls2019	UC_delange2017	0.100363	-0.15505	0.36086	0.0100727	0	0.13087	0.437311
1763	12	22928056	23923798	1297	200	PD_nalls2019	SCZ_pardinas2018	0.156109	-0.05867	0.3717	0.0243701	0	0.13816	0.146937
1763	12	22928056	23923798	1297	200	PD_nalls2019	UC_delange2017	0.137238	-0.13516	0.43109	0.0188343	0	0.18638	0.317295
1763	12	22928056	23923798	1297	200	SCZ_pardinas2018	UC_delange2017	-0.0306398	-0.40239	0.32513	0.000938798	0	0.18613	0.862398
1779	12	40017397	41198229	2354	142	CD_delange2017	PD_nalls2019	0.344792	0.18586	0.50632	0.118882	0.03454	0.25636	5.55362e-05
1794	12	56987106	58748139	1601	142	ALS_vanrheenen2021	PD_nalls2019	0.0339733	-0.22495	0.29713	0.00115418	0	0.09801	0.794872
1794	12	56987106	58748139	1601	142	ALS_vanrheenen2021	SCZ_pardinas2018	0.409846	0.12413	0.7302	0.167974	0.01542	0.53319	0.00772972
1794	12	56987106	58748139	1601	142	PD_nalls2019	SCZ_pardinas2018	0.149733	-0.05699	0.35941	0.02242	0	0.12918	0.158345
1800	12	64403858	66114643	1691	163	ALS_vanrheenen2021	PD_nalls2019	0.376367	0.06522	0.72357	0.141652	0.00513	0.52356	0.0217599
1803	12	68006683	68839661	1473	185	CD_delange2017	PD_nalls2019	0.279651	0.04568	0.53851	0.0782048	0.00238	0.28999	0.0214197
1803	12	68006683	68839661	1473	185	CD_delange2017	SCZ_pardinas2018	0.469652	0.09108	0.93217	0.220573	0.00897	0.86893	0.0183596
1803	12	68006683	68839661	1473	185	CD_delange2017	UC_delange2017	0.557999	0.3141	0.80511	0.311363	0.09866	0.64821	0.000116729
1803	12	68006683	68839661	1473	185	PD_nalls2019	SCZ_pardinas2018	0.163297	-0.07593	0.41507	0.026666	0	0.17229	0.177018
1803	12	68006683	68839661	1473	185	PD_nalls2019	UC_delange2017	-0.00131344	-0.14805	0.15148	1.72513e-06	0	0.02935	0.986232
1803	12	68006683	68839661	1473	185	SCZ_pardinas2018	UC_delange2017	0.00930312	-0.27937	0.29569	8.6548e-05	0	0.10913	0.946504
1823	12	92061180	93487547	2469	213	AD_schwartzentruber2021	LBD_chia2021	0.358646	0.00164	0.75807	0.128627	0.00174	0.57467	0.0492265
1823	12	92061180	93487547	2469	213	AD_schwartzentruber2021	PD_nalls2019	0.299018	0.03603	0.58476	0.0894121	0.00224	0.34195	0.0249374
1823	12	92061180	93487547	2469	213	AD_schwartzentruber2021	SCZ_pardinas2018	-0.0566898	-0.45582	0.32956	0.00321373	0	0.22362	0.76519
1823	12	92061180	93487547	2469	213	AD_schwartzentruber2021	UC_delange2017	-0.400029	-0.85738	-0.01946	0.160024	0.00316	0.7351	0.0400158
1823	12	92061180	93487547	2469	213	LBD_chia2021	PD_nalls2019	0.193538	-0.04208	0.43241	0.0374568	0	0.18719	0.106095
1823	12	92061180	93487547	2469	213	LBD_chia2021	SCZ_pardinas2018	-0.285799	-0.6565	0.05386	0.0816808	0	0.431	0.0991211
1823	12	92061180	93487547	2469	213	LBD_chia2021	UC_delange2017	0.139265	-0.2185	0.50953	0.0193948	0	0.2615	0.430837
1823	12	92061180	93487547	2469	213	PD_nalls2019	SCZ_pardinas2018	-0.0787414	-0.3361	0.17279	0.0062002	0	0.11433	0.530685
1823	12	92061180	93487547	2469	213	PD_nalls2019	UC_delange2017	0.118729	-0.13841	0.38366	0.0140965	0	0.14748	0.360241
1823	12	92061180	93487547	2469	213	SCZ_pardinas2018	UC_delange2017	0.449504	0.09613	0.86858	0.202054	0.01037	0.75443	0.0157751
1833	12	102966634	104140831	2012	188	PD_nalls2019	SCZ_pardinas2018	-0.0634257	-0.28517	0.15662	0.00402282	0	0.08188	0.565283
1840	12	110111515	111592381	892	115	PD_nalls2019	SCZ_pardinas2018	-0.374336	-0.70853	-0.05296	0.140127	0.0039	0.50202	0.0220261
1841	12	111592382	113947983	2056	165	LBD_chia2021	PD_nalls2019	0.0464537	-0.24928	0.34073	0.00215795	0	0.12716	0.744337
1841	12	111592382	113947983	2056	165	LBD_chia2021	SCZ_pardinas2018	-0.190699	-0.60136	0.19457	0.0363659	0	0.36174	0.322361
1841	12	111592382	113947983	2056	165	PD_nalls2019	SCZ_pardinas2018	-0.0212104	-0.28357	0.24003	0.000449879	0	0.09519	0.868394
1850	12	121817510	123396634	1530	98	PD_nalls2019	SCZ_pardinas2018	0.180357	-0.12573	0.49333	0.0325287	0	0.2434	0.241972
1851	12	123396635	124843768	1920	140	PD_nalls2019	SCZ_pardinas2018	0.00390715	-0.23072	0.22983	1.52658e-05	0	0.06934	0.973345
1872	13	27392006	28587125	2763	245	PD_nalls2019	UC_delange2017	-0.0946086	-0.28526	0.09342	0.00895079	0	0.08156	0.319398
1885	13	42037055	42950157	1529	139	LBD_chia2021	PD_nalls2019	0.288555	-0.03272	0.65194	0.083264	0	0.42502	0.07981
1887	13	43931932	45476446	2348	201	ALS_vanrheenen2021	CD_delange2017	0.142416	-0.20506	0.50747	0.0202823	0	0.2608	0.410978
1887	13	43931932	45476446	2348	201	ALS_vanrheenen2021	FTD_ferrari2014	0.438482	0.04659	0.92211	0.192267	0.00448	0.8503	0.0340342
1887	13	43931932	45476446	2348	201	ALS_vanrheenen2021	PD_nalls2019	-0.168176	-0.44098	0.07884	0.0282831	0	0.19446	0.185106
1887	13	43931932	45476446	2348	201	ALS_vanrheenen2021	SCZ_pardinas2018	0.0577752	-0.27614	0.40257	0.00333798	0	0.1738	0.724438
1887	13	43931932	45476446	2348	201	CD_delange2017	FTD_ferrari2014	-0.474164	-0.9066	-0.12679	0.224831	0.0165	0.82192	0.00892809
1887	13	43931932	45476446	2348	201	CD_delange2017	PD_nalls2019	-0.0004688	NA	NA	2.19773e-07	NA	NA	0.99656
1887	13	43931932	45476446	2348	201	CD_delange2017	SCZ_pardinas2018	0.231628	-0.04542	0.52274	0.0536513	0	0.27326	0.104193
1887	13	43931932	45476446	2348	201	FTD_ferrari2014	PD_nalls2019	-0.161322	-0.45407	0.09996	0.0260248	0	0.2068	0.229998
1887	13	43931932	45476446	2348	201	FTD_ferrari2014	SCZ_pardinas2018	0.0271229	-0.33576	0.38352	0.000735652	0	0.17774	0.875206
1887	13	43931932	45476446	2348	201	PD_nalls2019	SCZ_pardinas2018	-0.152912	-0.35348	0.04614	0.023382	0	0.12495	0.135681
1893	13	50419897	51554236	1756	177	MS_imsgc2019	PD_nalls2019	-0.0294345	-0.30867	0.24756	0.000866391	0	0.11055	0.83125
1893	13	50419897	51554236	1756	177	MS_imsgc2019	SCZ_pardinas2018	-0.348338	-0.82435	0.03874	0.121339	0	0.67954	0.0821003
1893	13	50419897	51554236	1756	177	PD_nalls2019	SCZ_pardinas2018	0.474063	0.19818	0.79508	0.224735	0.03928	0.63216	0.00111614
1919	13	79489046	80778339	1838	148	LBD_chia2021	PD_nalls2019	0.129809	-0.21438	0.4871	0.0168503	0	0.24189	0.436174
1919	13	79489046	80778339	1838	148	LBD_chia2021	SCZ_pardinas2018	-0.0110217	-0.49572	0.46505	0.000121479	0	0.30958	0.960512
1919	13	79489046	80778339	1838	148	PD_nalls2019	SCZ_pardinas2018	0.0529437	-0.27072	0.38658	0.00280303	0	0.15903	0.740309
1963	14	29029225	30831154	2252	213	CD_delange2017	LBD_chia2021	-0.012505	-0.43399	0.41004	0.000156375	0	0.24081	0.949495
1963	14	29029225	30831154	2252	213	CD_delange2017	PD_nalls2019	0.111121	-0.1087	0.33997	0.0123479	0	0.11567	0.316429
1963	14	29029225	30831154	2252	213	CD_delange2017	SCZ_pardinas2018	0.767696	0.51792	1	0.589357	0.26824	1	1.18023e-07
1963	14	29029225	30831154	2252	213	LBD_chia2021	PD_nalls2019	0.00372085	-0.22999	0.23894	1.38447e-05	0	0.0733	0.974415
1963	14	29029225	30831154	2252	213	LBD_chia2021	SCZ_pardinas2018	-0.222788	-0.54431	0.07408	0.0496344	0	0.29628	0.132152
1963	14	29029225	30831154	2252	213	PD_nalls2019	SCZ_pardinas2018	0.260113	0.11423	0.40686	0.0676589	0.01305	0.16553	0.000599903
1964	14	30831155	32382245	2073	128	ALS_vanrheenen2021	PD_nalls2019	-0.0735948	-0.28928	0.13904	0.00541619	0	0.08404	0.498567
1965	14	32382246	33591113	2025	251	ALS_vanrheenen2021	PD_nalls2019	0.179675	-0.02159	0.3906	0.032283	0	0.15257	0.0779065
1965	14	32382246	33591113	2025	251	ALS_vanrheenen2021	SCZ_pardinas2018	-0.443847	-0.9191	-0.06757	0.197	0.0068	0.84474	0.0242367
1965	14	32382246	33591113	2025	251	ALS_vanrheenen2021	UC_delange2017	-0.221946	-0.64412	0.16218	0.04926	0	0.41658	0.245963
1965	14	32382246	33591113	2025	251	PD_nalls2019	SCZ_pardinas2018	-0.0116916	-0.24302	0.21448	0.000136692	0	0.06736	0.917048
1965	14	32382246	33591113	2025	251	PD_nalls2019	UC_delange2017	-0.175632	-0.40939	0.03136	0.0308466	0	0.1676	0.107464
1965	14	32382246	33591113	2025	251	SCZ_pardinas2018	UC_delange2017	0.642332	0.25213	1	0.41259	0.06357	1	0.00194606
1985	14	52760554	54359598	2491	189	AD_schwartzentruber2021	PD_nalls2019	-0.318679	-0.58627	-0.0778	0.101556	0.0064	0.34372	0.0123481
1999	14	68976913	69794542	1554	211	CD_delange2017	MS_imsgc2019	0.309411	-0.03531	0.68552	0.0957352	0	0.46994	0.082948
1999	14	68976913	69794542	1554	211	CD_delange2017	PD_nalls2019	0.00103868	NA	NA	1.07886e-06	NA	NA	0.993342
1999	14	68976913	69794542	1554	211	CD_delange2017	UC_delange2017	0.745781	0.50017	1	0.55619	0.25017	1	9.46991e-06
1999	14	68976913	69794542	1554	211	MS_imsgc2019	PD_nalls2019	0.0136282	-0.28119	0.30375	0.000185729	0	0.11213	0.922161
1999	14	68976913	69794542	1554	211	MS_imsgc2019	UC_delange2017	0.307968	-0.04562	0.69365	0.0948444	0	0.48115	0.0875565
1999	14	68976913	69794542	1554	211	PD_nalls2019	UC_delange2017	-0.0292608	-0.2828	0.22369	0.000856195	0	0.0879	0.815936
2001	14	71140427	72665319	2444	178	PD_nalls2019	SCZ_pardinas2018	-0.219787	-0.55987	0.10436	0.0483061	0	0.31346	0.17715
2005	14	75699502	76694201	1305	186	CD_delange2017	MS_imsgc2019	0.00919063	-0.32175	0.33509	8.44677e-05	0	0.1459	0.954697
2005	14	75699502	76694201	1305	186	CD_delange2017	PD_nalls2019	0.202271	-0.00419	0.41869	0.0409137	0	0.1753	0.0581837
2005	14	75699502	76694201	1305	186	CD_delange2017	UC_delange2017	0.154738	-0.28792	0.49758	0.0239439	0	0.26532	0.428775
2005	14	75699502	76694201	1305	186	MS_imsgc2019	PD_nalls2019	0.0487306	-0.16183	0.26284	0.00237467	0	0.07293	0.645083
2005	14	75699502	76694201	1305	186	MS_imsgc2019	UC_delange2017	0.432178	0.06712	0.8612	0.186778	0.00591	0.74167	0.023606
2005	14	75699502	76694201	1305	186	PD_nalls2019	UC_delange2017	0.106819	-0.15267	0.38538	0.0114103	0	0.14965	0.410482
2016	14	88208596	89482883	2240	136	CD_delange2017	MS_imsgc2019	0.242398	-0.09901	0.58926	0.0587566	0	0.35003	0.152415
2016	14	88208596	89482883	2240	136	CD_delange2017	PD_nalls2019	0.0159438	-0.2167	0.2397	0.000254205	0	0.06979	0.887568
2016	14	88208596	89482883	2240	136	MS_imsgc2019	PD_nalls2019	-0.0814892	-0.37953	0.20707	0.00664048	0	0.14864	0.566475
2019	14	92101229	93386328	2569	243	AD_schwartzentruber2021	LBD_chia2021	0.363344	0.10454	0.63951	0.132019	0.011	0.40898	0.00599306
2019	14	92101229	93386328	2569	243	AD_schwartzentruber2021	MS_imsgc2019	-0.287262	-0.62324	0.00824	0.0825197	0	0.38843	0.0621612
2019	14	92101229	93386328	2569	243	AD_schwartzentruber2021	PD_nalls2019	-0.0314018	-0.19629	0.13187	0.000986076	0	0.03982	0.706695
2019	14	92101229	93386328	2569	243	LBD_chia2021	MS_imsgc2019	-0.542249	-0.99622	-0.2003	0.294034	0.04012	0.99246	0.00282851
2019	14	92101229	93386328	2569	243	LBD_chia2021	PD_nalls2019	0.0490762	-0.15525	0.25554	0.00240847	0	0.06812	0.632859
2019	14	92101229	93386328	2569	243	MS_imsgc2019	PD_nalls2019	0.001819	NA	NA	3.30875e-06	NA	NA	0.988126
2026	14	99474534	100786189	2067	232	CD_delange2017	LBD_chia2021	0.191423	-0.185	0.60997	0.0366427	0	0.37235	0.308045
2026	14	99474534	100786189	2067	232	CD_delange2017	PD_nalls2019	-0.395169	-0.6514	-0.17449	0.156158	0.03045	0.42432	0.000622043
2026	14	99474534	100786189	2067	232	CD_delange2017	SCZ_pardinas2018	-0.0905522	-0.48645	0.27849	0.00819971	0	0.2421	0.618186
2026	14	99474534	100786189	2067	232	LBD_chia2021	PD_nalls2019	0.0865426	-0.12865	0.30987	0.00748962	0	0.09603	0.423382
2026	14	99474534	100786189	2067	232	LBD_chia2021	SCZ_pardinas2018	-0.26523	-0.639	0.07557	0.0703471	0	0.40832	0.124266
2026	14	99474534	100786189	2067	232	PD_nalls2019	SCZ_pardinas2018	-0.127806	-0.34324	0.07853	0.0163344	0	0.11781	0.220312
2028	14	102004378	103617472	2060	171	MS_imsgc2019	PD_nalls2019	-0.117751	-0.39574	0.15586	0.0138653	0	0.15686	0.389324
2049	15	39238841	40604780	2140	195	AD_schwartzentruber2021	ALS_vanrheenen2021	-0.0471592	-0.55723	0.43522	0.00222399	0	0.35565	0.834944
2049	15	39238841	40604780	2140	195	AD_schwartzentruber2021	PD_nalls2019	0.127505	-0.20796	0.47643	0.0162575	0	0.22974	0.434721
2049	15	39238841	40604780	2140	195	AD_schwartzentruber2021	SCZ_pardinas2018	-0.052283	-0.45126	0.32275	0.00273352	0	0.22419	0.776468
2049	15	39238841	40604780	2140	195	ALS_vanrheenen2021	PD_nalls2019	0.359874	0.04952	0.71209	0.129509	0.00351	0.50707	0.0238746
2049	15	39238841	40604780	2140	195	ALS_vanrheenen2021	SCZ_pardinas2018	0.161951	-0.20159	0.55306	0.026228	0	0.30587	0.363599
2049	15	39238841	40604780	2140	195	PD_nalls2019	SCZ_pardinas2018	0.0296135	-0.22741	0.28463	0.00087696	0	0.08931	0.813072
2054	15	46884072	47693316	1331	81	PD_nalls2019	SCZ_pardinas2018	-0.212012	-0.64794	0.19992	0.0449491	0	0.42008	0.292269
2057	15	50195877	51605477	2372	148	PD_nalls2019	SCZ_pardinas2018	0.00398155	-0.26732	0.26431	1.58527e-05	0	0.09805	0.975345
2064	15	58712955	59901116	1749	204	AD_schwartzentruber2021	PD_nalls2019	0.0705377	-0.16891	0.31649	0.00497556	0	0.10132	0.556935
2064	15	58712955	59901116	1749	204	AD_schwartzentruber2021	SCZ_pardinas2018	0.164597	-0.20153	0.55279	0.0270923	0	0.30558	0.364095
2064	15	58712955	59901116	1749	204	PD_nalls2019	SCZ_pardinas2018	0.116244	-0.12435	0.35687	0.0135126	0	0.12737	0.325799
2066	15	61130596	62106138	1892	257	ALS_vanrheenen2021	PD_nalls2019	-0.200588	-0.48056	0.04509	0.0402355	0	0.23093	0.106678
2066	15	61130596	62106138	1892	257	ALS_vanrheenen2021	SCZ_pardinas2018	0.205565	-0.10993	0.55707	0.0422568	0	0.31033	0.191704
2066	15	61130596	62106138	1892	257	PD_nalls2019	SCZ_pardinas2018	-0.0577452	-0.22394	0.10246	0.00333451	0	0.05039	0.482337
2068	15	63218979	64339945	2084	169	CD_delange2017	SCZ_pardinas2018	0.515252	0.18034	0.91291	0.265485	0.03321	0.83341	0.00366354
2071	15	67396521	69089815	2293	187	CD_delange2017	PD_nalls2019	-0.254292	-0.45914	-0.05399	0.0646644	0.00318	0.21081	0.0156233
2071	15	67396521	69089815	2293	187	CD_delange2017	UC_delange2017	0.821424	0.62196	1	0.674737	0.38684	1	5.92083e-08
2071	15	67396521	69089815	2293	187	PD_nalls2019	UC_delange2017	-0.0527222	-0.3185	0.20013	0.00277963	0	0.10462	0.681719
2072	15	69089816	70767983	2227	255	AD_schwartzentruber2021	LBD_chia2021	0.0625711	-0.40374	0.52781	0.00391514	0	0.31069	0.770162
2072	15	69089816	70767983	2227	255	AD_schwartzentruber2021	PD_nalls2019	0.131884	-0.09694	0.37996	0.0173934	0	0.14437	0.249384
2072	15	69089816	70767983	2227	255	AD_schwartzentruber2021	SCZ_pardinas2018	0.0681837	-0.30926	0.42939	0.00464902	0	0.19871	0.698269
2072	15	69089816	70767983	2227	255	LBD_chia2021	PD_nalls2019	-0.0889265	-0.32832	0.14487	0.00790791	0	0.10873	0.4307
2072	15	69089816	70767983	2227	255	LBD_chia2021	SCZ_pardinas2018	-0.362245	-0.74699	-0.034	0.131222	0.00241	0.558	0.0361857
2072	15	69089816	70767983	2227	255	PD_nalls2019	SCZ_pardinas2018	0.268588	0.10014	0.44433	0.0721396	0.01003	0.19743	0.00223799
2083	15	82191078	84209760	2074	203	ALS_vanrheenen2021	PD_nalls2019	0.356252	0.14735	0.57495	0.126915	0.02171	0.33057	0.00106416
2083	15	82191078	84209760	2074	203	ALS_vanrheenen2021	SCZ_pardinas2018	-0.182147	-0.58	0.17558	0.0331775	0	0.33692	0.320247
2083	15	82191078	84209760	2074	203	PD_nalls2019	SCZ_pardinas2018	0.0359344	-0.20499	0.2846	0.00129128	0	0.08646	0.761881
2090	15	90632719	91593623	1695	140	MS_imsgc2019	PD_nalls2019	-0.022442	-0.32068	0.27916	0.000503645	0	0.11968	0.875783
2090	15	90632719	91593623	1695	140	MS_imsgc2019	SCZ_pardinas2018	-0.0524144	-0.49482	0.35424	0.00274727	0	0.25946	0.793845
2090	15	90632719	91593623	1695	140	PD_nalls2019	SCZ_pardinas2018	0.133971	-0.11892	0.3856	0.0179481	0	0.14889	0.28286
2110	16	7704355	8341012	1786	175	PD_nalls2019	SCZ_pardinas2018	-0.132346	-0.40332	0.12497	0.0175155	0	0.16315	0.306515
2115	16	11022543	11916631	2017	201	CD_delange2017	MS_imsgc2019	0.202884	-0.02793	0.42914	0.0411618	0	0.18416	0.0816998
2115	16	11022543	11916631	2017	201	CD_delange2017	PD_nalls2019	0.291657	0.12058	0.46767	0.0850637	0.01454	0.21871	0.00146822
2115	16	11022543	11916631	2017	201	CD_delange2017	UC_delange2017	0.644877	0.3729	0.9195	0.415866	0.13905	0.84548	0.000138454
2115	16	11022543	11916631	2017	201	MS_imsgc2019	PD_nalls2019	0.0747592	-0.06372	0.21034	0.00558894	0	0.04424	0.288202
2115	16	11022543	11916631	2017	201	MS_imsgc2019	UC_delange2017	0.164944	-0.11464	0.45818	0.0272064	0	0.20993	0.234122
2115	16	11022543	11916631	2017	201	PD_nalls2019	UC_delange2017	0.387149	0.17927	0.62756	0.149885	0.03214	0.39383	0.000288424
2117	16	12793150	13893407	2384	205	PD_nalls2019	SCZ_pardinas2018	-0.232206	-0.43392	-0.03636	0.0539196	0.00181	0.18828	0.0230973
2123	16	22667049	24014705	1732	175	ALS_vanrheenen2021	PD_nalls2019	0.207635	-0.01869	0.45299	0.0431124	0	0.2052	0.0733425
2123	16	22667049	24014705	1732	175	ALS_vanrheenen2021	UC_delange2017	-0.717597	-1	-0.34816	0.514946	0.12122	1	0.000405353
2123	16	22667049	24014705	1732	175	PD_nalls2019	UC_delange2017	-0.179711	-0.41474	0.04131	0.0322962	0	0.17201	0.104829
2124	16	24014706	25235251	1682	225	CD_delange2017	PD_nalls2019	0.107981	-0.09421	0.31354	0.01166	0	0.09841	0.28881
2124	16	24014706	25235251	1682	225	CD_delange2017	SCZ_pardinas2018	0.141404	-0.17965	0.47138	0.019995	0	0.22362	0.377973
2124	16	24014706	25235251	1682	225	PD_nalls2019	SCZ_pardinas2018	0.0813391	-0.11295	0.27859	0.00661605	0	0.07772	0.410036
2127	16	27443062	29043177	1133	156	CD_delange2017	PD_nalls2019	-0.266023	-0.486	-0.06046	0.0707684	0.00375	0.2362	0.0142045
2127	16	27443062	29043177	1133	156	CD_delange2017	UC_delange2017	0.929299	0.65846	1	0.863598	0.43357	1	7.47888e-06
2127	16	27443062	29043177	1133	156	PD_nalls2019	UC_delange2017	-0.125999	-0.42408	0.14839	0.0158758	0	0.18095	0.360265
2128	16	29043178	31384210	845	95	MS_imsgc2019	PD_nalls2019	0.183504	-0.02502	0.39869	0.0336736	0	0.15896	0.0821707
2128	16	29043178	31384210	845	95	MS_imsgc2019	SCZ_pardinas2018	-0.0487655	-0.43985	0.30564	0.00237807	0	0.2014	0.78586
2128	16	29043178	31384210	845	95	PD_nalls2019	SCZ_pardinas2018	-0.0216596	-0.29806	0.24642	0.000469138	0	0.10117	0.870364
2132	16	49010762	50467033	2137	233	AD_schwartzentruber2021	CD_delange2017	0.117185	-0.12524	0.3762	0.0137323	0	0.14167	0.329719
2132	16	49010762	50467033	2137	233	AD_schwartzentruber2021	PD_nalls2019	0.052626	-0.20399	0.31653	0.0027695	0	0.10573	0.679046
2132	16	49010762	50467033	2137	233	AD_schwartzentruber2021	SCZ_pardinas2018	0.00074015	NA	NA	5.47822e-07	NA	NA	0.996667
2132	16	49010762	50467033	2137	233	AD_schwartzentruber2021	UC_delange2017	-0.24507	-0.6897	0.14623	0.0600592	0	0.47569	0.216379
2132	16	49010762	50467033	2137	233	CD_delange2017	PD_nalls2019	-0.149459	-0.26073	-0.03995	0.0223381	0.00161	0.06798	0.00969472
2132	16	49010762	50467033	2137	233	CD_delange2017	SCZ_pardinas2018	-0.17384	-0.36398	0.0135	0.0302204	0	0.13248	0.066277
2132	16	49010762	50467033	2137	233	CD_delange2017	UC_delange2017	0.000921169	-0.23825	0.21236	8.48552e-07	0	0.06791	0.993275
2132	16	49010762	50467033	2137	233	PD_nalls2019	SCZ_pardinas2018	0.0999176	-0.09842	0.30017	0.00998353	0	0.0901	0.319055
2132	16	49010762	50467033	2137	233	PD_nalls2019	UC_delange2017	-0.298394	-0.54552	-0.07837	0.0890389	0.00617	0.29759	0.00992518
2132	16	49010762	50467033	2137	233	SCZ_pardinas2018	UC_delange2017	-0.00229383	-0.3352	0.31964	5.26164e-06	0	0.14267	0.988666
2133	16	50467034	52041336	1888	220	CD_delange2017	LBD_chia2021	-0.161829	-0.40114	0.05482	0.0261885	0	0.16091	0.145877
2133	16	50467034	52041336	1888	220	CD_delange2017	PD_nalls2019	0.074891	-0.01101	0.1598	0.00560866	0	0.02554	0.0865939
2133	16	50467034	52041336	1888	220	CD_delange2017	UC_delange2017	-0.00117464	-0.17494	0.15833	1.37979e-06	0	0.03606	0.98882
2133	16	50467034	52041336	1888	220	LBD_chia2021	PD_nalls2019	0.0220837	-0.23564	0.2776	0.000487689	0	0.08928	0.859642
