gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
ENSG00000170634	ACYP2	2	54097975	54632437	248	25	SCZ_pardinas2018	BIN_onek1k_ENSG00000170634	0.443444	0.10405	0.8077	0.196643	0.01117	0.65238	0.0179684
ENSG00000170634	ACYP2	2	54097975	54632437	267	39	PD_nalls2019	CD4NC_onek1k_ENSG00000170634	0.346274	0.08807	0.6164	0.119906	0.00803	0.37995	0.0108415
ENSG00000214595	EML6	2	54850636	55299157	53	17	PD_nalls2019	BMem_onek1k_ENSG00000214595	0.221607	-0.11502	0.5527	0.0491095	0	0.30548	0.193111
ENSG00000162924	REL	2	61008656	61258745	81	21	CD_delange2017	BIN_onek1k_ENSG00000162924	-0.609047	-0.94794	-0.28418	0.370938	0.08076	0.89859	0.00149003
ENSG00000162924	REL	2	61008656	61258745	81	21	UC_delange2017	BIN_onek1k_ENSG00000162924	0.136598	-0.17887	0.44737	0.0186589	0	0.20027	0.386671
ENSG00000162924	REL	2	61008656	61258745	86	22	MS_imsgc2019	BIN_onek1k_ENSG00000162924	0.531166	0.16164	0.93229	0.282137	0.02682	0.86917	0.0100516
ENSG00000162929	KIAA1841	2	61193006	61491960	33	13	CD_delange2017	BIN_onek1k_ENSG00000162929	0.978766	0.73298	1	0.957983	0.53726	1	6.28692e-05
ENSG00000162929	KIAA1841	2	61193006	61491960	33	13	UC_delange2017	BIN_onek1k_ENSG00000162929	0.718634	0.38733	1	0.516434	0.15002	1	0.000786678
ENSG00000115956	PLEK	2	68492305	68724585	69	12	PD_nalls2019	BIN_onek1k_ENSG00000115956	-0.17792	-0.51209	0.15796	0.0316554	0	0.26223	0.286845
ENSG00000115956	PLEK	2	68492305	68724585	68	12	MS_imsgc2019	BIN_onek1k_ENSG00000115956	0.944636	0.69948	1	0.892337	0.48927	1	4.75775e-05
ENSG00000115956	PLEK	2	68492305	68724585	143	17	MS_imsgc2019	CD4NC_onek1k_ENSG00000115956	0.983519	0.77126	1	0.967309	0.59484	1	4.06181e-06
ENSG00000115956	PLEK	2	68492305	68724585	246	24	PD_nalls2019	CD8ET_onek1k_ENSG00000115956	-0.0721484	-0.3988	0.25794	0.00520539	0	0.16657	0.65095
ENSG00000115956	PLEK	2	68492305	68724585	78	8	MS_imsgc2019	CD8NC_onek1k_ENSG00000115956	0.848322	0.49891	1	0.71965	0.24891	1	0.00143622
ENSG00000196975	ANXA4	2	69771557	70153596	199	20	PD_nalls2019	BMem_onek1k_ENSG00000196975	0.096889	-0.11594	0.30254	0.00938749	0	0.09172	0.361557
ENSG00000132305	IMMT	2	86271055	86522893	151	13	PD_nalls2019	CD4NC_onek1k_ENSG00000132305	0.0718369	-0.34767	0.48187	0.00516053	0	0.24865	0.717053
ENSG00000144115	THNSL2	2	88369835	88586146	380	51	PD_nalls2019	BIN_onek1k_ENSG00000144115	0.0983304	-0.23719	0.44722	0.00966887	0	0.20234	0.557594
ENSG00000172005	MAL	2	95591422	95819737	55	10	PD_nalls2019	CD4NC_onek1k_ENSG00000172005	-0.544748	-0.809	-0.26281	0.29675	0.06907	0.65448	0.000777737
ENSG00000115604	IL18R1	2	102827989	103115218	293	15	CD_delange2017	CD4NC_onek1k_ENSG00000115604	-0.689876	-0.93957	-0.42139	0.475929	0.17757	0.88279	5.0971e-05
ENSG00000115604	IL18R1	2	102827989	103115218	195	7	CD_delange2017	CD8ET_onek1k_ENSG00000115604	-0.577114	-0.93819	-0.17887	0.333061	0.03247	0.8802	0.00863158
ENSG00000125637	PSD4	2	113814902	114066973	22	7	PD_nalls2019	CD8NC_onek1k_ENSG00000125637	0.186554	-0.16253	0.51757	0.0348025	0	0.268	0.278411
ENSG00000125618	PAX8	2	113873574	114136527	41	9	PD_nalls2019	CD8ET_onek1k_ENSG00000125618	-0.0333431	-0.35648	0.28334	0.00111176	0	0.14223	0.835797
ENSG00000125618	PAX8	2	113873574	114136527	67	12	PD_nalls2019	CD8NC_onek1k_ENSG00000125618	-0.109991	-0.5935	0.38198	0.0120981	0	0.36475	0.638087
ENSG00000258395	RP11_65I12_1	2	113898307	114098987	91	14	CD_delange2017	CD4NC_onek1k_ENSG00000258395	0.376181	-0.07435	0.82728	0.141512	0	0.68438	0.101904
ENSG00000258395	RP11_65I12_1	2	113898307	114098987	95	15	PD_nalls2019	CD4NC_onek1k_ENSG00000258395	-0.451506	-0.80701	-0.08867	0.203858	0.00981	0.65126	0.0205946
ENSG00000136732	GYPC	2	127313509	127554246	21	6	PD_nalls2019	BIN_onek1k_ENSG00000136732	0.51315	0.09567	0.89736	0.263322	0.0115	0.80526	0.024004
ENSG00000136732	GYPC	2	127313509	127554246	100	21	PD_nalls2019	CD4ET_onek1k_ENSG00000136732	0.167954	-0.09225	0.42792	0.0282085	0	0.18312	0.212968
ENSG00000136732	GYPC	2	127313509	127554246	172	35	PD_nalls2019	CD4NC_onek1k_ENSG00000136732	0.079707	-0.03612	0.19033	0.0063532	0	0.03623	0.178532
ENSG00000136732	GYPC	2	127313509	127554246	64	12	PD_nalls2019	CD8ET_onek1k_ENSG00000136732	-0.0106884	-0.37068	0.34246	0.000114241	0	0.16699	0.950892
ENSG00000136717	BIN1	2	127705603	127964931	9	6	AD_schwartzentruber2021	BMem_onek1k_ENSG00000136717	0.912394	0.71088	1	0.832462	0.50536	1	7.097e-06
ENSG00000136717	BIN1	2	127705603	127964931	100	17	AD_schwartzentruber2021	CD4ET_onek1k_ENSG00000136717	0.444697	0.2117	0.66829	0.197756	0.04482	0.44661	0.000440335
ENSG00000136717	BIN1	2	127705603	127964931	99	17	LBD_chia2021	CD4ET_onek1k_ENSG00000136717	0.410618	0.03802	0.78692	0.168607	0.0046	0.61924	0.0377199
ENSG00000136717	BIN1	2	127705603	127964931	221	25	AD_schwartzentruber2021	CD4NC_onek1k_ENSG00000136717	0.401941	0.2616	0.53894	0.161556	0.06843	0.29045	2.82347e-07
ENSG00000136717	BIN1	2	127705603	127964931	218	25	LBD_chia2021	CD4NC_onek1k_ENSG00000136717	0.194932	-0.11147	0.5062	0.0379985	0	0.25624	0.213186
ENSG00000136717	BIN1	2	127705603	127964931	221	25	PD_nalls2019	CD4NC_onek1k_ENSG00000136717	0.142712	-0.0935	0.37987	0.0203666	0	0.1443	0.235096
ENSG00000136717	BIN1	2	127705603	127964931	207	24	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000136717	0.428739	0.28106	0.57006	0.183818	0.07899	0.32497	1.67697e-07
ENSG00000136717	BIN1	2	127705603	127964931	204	24	LBD_chia2021	CD8ET_onek1k_ENSG00000136717	0.138734	-0.15292	0.44239	0.019247	0	0.19579	0.359286
ENSG00000136717	BIN1	2	127705603	127964931	170	20	AD_schwartzentruber2021	CD8NC_onek1k_ENSG00000136717	0.417856	0.23551	0.59526	0.174604	0.05547	0.35433	3.96796e-05
ENSG00000136717	BIN1	2	127705603	127964931	167	20	LBD_chia2021	CD8NC_onek1k_ENSG00000136717	0.234008	-0.08325	0.55023	0.0547598	0	0.30276	0.14877
ENSG00000136717	BIN1	2	127705603	127964931	170	20	PD_nalls2019	CD8NC_onek1k_ENSG00000136717	0.0129304	-0.25824	0.2847	0.000167194	0	0.09819	0.924521
ENSG00000173272	MZT2A	2	132122473	132350316	407	14	PD_nalls2019	BIN_onek1k_ENSG00000173272	-0.188235	-0.39941	0.03057	0.0354324	0	0.15953	0.0904076
ENSG00000173272	MZT2A	2	132122473	132350316	361	15	PD_nalls2019	BMem_onek1k_ENSG00000173272	-0.127968	-0.32137	0.07656	0.0163757	0	0.10328	0.209502
ENSG00000173272	MZT2A	2	132122473	132350316	386	14	PD_nalls2019	CD4ET_onek1k_ENSG00000173272	-0.0470522	-0.21381	0.11927	0.00221391	0	0.04612	0.582422
ENSG00000173272	MZT2A	2	132122473	132350316	390	16	PD_nalls2019	CD8ET_onek1k_ENSG00000173272	-0.158713	-0.37166	0.06239	0.0251899	0	0.13813	0.151369
ENSG00000173272	MZT2A	2	132122473	132350316	406	17	PD_nalls2019	CD8NC_onek1k_ENSG00000173272	-0.0663384	-0.2742	0.14191	0.00440078	0	0.07613	0.527615
ENSG00000115866	DARS	2	136564247	136843670	122	13	PD_nalls2019	CD4NC_onek1k_ENSG00000115866	-0.0385486	-0.30446	0.22956	0.00148599	0	0.0995	0.773485
ENSG00000115919	KYNU	2	143535067	143899890	454	46	PD_nalls2019	BIN_onek1k_ENSG00000115919	0.380777	0.0566	0.7188	0.144991	0.00463	0.51667	0.0229768
ENSG00000198586	TLK1	2	171747333	172187824	415	39	PD_nalls2019	BIN_onek1k_ENSG00000198586	-0.270019	-0.7477	0.19611	0.0729103	0	0.55943	0.230104
ENSG00000198586	TLK1	2	171747333	172187824	426	42	PD_nalls2019	BMem_onek1k_ENSG00000198586	-0.110527	-0.57052	0.33054	0.0122163	0	0.33318	0.603791
ENSG00000198586	TLK1	2	171747333	172187824	526	46	PD_nalls2019	CD8NC_onek1k_ENSG00000198586	-0.0717857	-0.48708	0.34416	0.00515318	0	0.24988	0.719861
ENSG00000123600	METTL8	2	172073919	172391312	170	29	PD_nalls2019	BIN_onek1k_ENSG00000123600	0.254057	0.02161	0.48346	0.0645451	0.00124	0.23373	0.0369753
ENSG00000128656	CHN1	2	175564091	175970097	193	30	PD_nalls2019	CD4NC_onek1k_ENSG00000128656	0.0401487	-0.31922	0.41006	0.00161192	0	0.18173	0.817807
ENSG00000272211	RP11_347P5_1	2	196915987	197119605	199	13	PD_nalls2019	BIN_onek1k_ENSG00000272211	-0.0308792	-0.32409	0.26563	0.000953522	0	0.11892	0.832372
ENSG00000272211	RP11_347P5_1	2	196915987	197119605	198	13	PD_nalls2019	BMem_onek1k_ENSG00000272211	0.0760709	-0.22118	0.36911	0.00578678	0	0.13961	0.610047
ENSG00000272211	RP11_347P5_1	2	196915987	197119605	198	13	PD_nalls2019	CD4ET_onek1k_ENSG00000272211	-0.127773	-0.4246	0.1735	0.0163258	0	0.18047	0.399756
ENSG00000272211	RP11_347P5_1	2	196915987	197119605	226	12	PD_nalls2019	CD4NC_onek1k_ENSG00000272211	-0.0148237	-0.30589	0.26945	0.000219741	0	0.11041	0.91754
ENSG00000272211	RP11_347P5_1	2	196915987	197119605	199	13	PD_nalls2019	CD8ET_onek1k_ENSG00000272211	0.00910359	-0.2885	0.30783	8.28754e-05	0	0.11899	0.950725
ENSG00000272211	RP11_347P5_1	2	196915987	197119605	198	13	PD_nalls2019	CD8NC_onek1k_ENSG00000272211	-0.0950122	-0.40038	0.20438	0.00902732	0	0.16138	0.525147
ENSG00000272211	RP11_347P5_1	2	196915987	197119605	194	11	PD_nalls2019	MonoC_onek1k_ENSG00000272211	-0.035405	-0.41094	0.32784	0.00125351	0	0.18938	0.847083
ENSG00000231621	AC013264_2	2	197962715	198163997	23	6	PD_nalls2019	CD4ET_onek1k_ENSG00000231621	-0.167718	-0.53427	0.20747	0.0281294	0	0.28545	0.348611
ENSG00000231621	AC013264_2	2	197962715	198163997	24	6	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000231621	1	0.90655	1	1	0.82184	1	8.00052e-10
ENSG00000231621	AC013264_2	2	197962715	198163997	21	5	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000231621	1	0.90369	1	1	0.81666	1	6.24482e-08
ENSG00000231621	AC013264_2	2	197962715	198163997	28	10	PD_nalls2019	CD8NC_onek1k_ENSG00000231621	-0.0526997	-0.4013	0.29407	0.00277725	0	0.17714	0.753917
ENSG00000231621	AC013264_2	2	197962715	198163997	29	10	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000231621	1	0.89543	1	1	0.8018	1	7.50979e-11
ENSG00000226124	FTCDNL1	2	200525267	200815896	99	17	PD_nalls2019	CD8ET_onek1k_ENSG00000226124	-0.143441	-0.53592	0.25548	0.0205754	0	0.28752	0.459123
ENSG00000226124	FTCDNL1	2	200525267	200815896	59	10	PD_nalls2019	CD8NC_onek1k_ENSG00000226124	0.091748	-0.21907	0.40418	0.00841769	0	0.165	0.559464
ENSG00000224137	AC079767_4	2	208427099	208631748	110	22	PD_nalls2019	BIN_onek1k_ENSG00000224137	-0.0215578	-0.23086	0.18949	0.00046474	0	0.06142	0.838939
ENSG00000224137	AC079767_4	2	208427099	208631748	94	20	PD_nalls2019	BMem_onek1k_ENSG00000224137	0.135229	-0.11513	0.38233	0.0182868	0	0.14618	0.283632
ENSG00000144567	FAM134A	2	219940947	220150201	29	8	PD_nalls2019	CD8ET_onek1k_ENSG00000144567	-0.197715	-0.51484	0.13853	0.0390913	0	0.26521	0.239315
ENSG00000144567	FAM134A	2	219940947	220150201	105	8	PD_nalls2019	CD8NC_onek1k_ENSG00000144567	-0.0709108	-0.43421	0.30648	0.00502834	0	0.19975	0.69982
ENSG00000168958	MFF	2	228089867	228322550	166	24	PD_nalls2019	CD4NC_onek1k_ENSG00000168958	-0.193094	-0.5236	0.14186	0.0372852	0	0.27459	0.246425
ENSG00000135899	SP110	2	230932009	231190444	111	18	CD_delange2017	CD4NC_onek1k_ENSG00000135899	-0.0620031	-0.40129	0.27918	0.00384439	0	0.17209	0.712514
ENSG00000135899	SP110	2	230932009	231190444	33	9	CD_delange2017	CD8ET_onek1k_ENSG00000135899	-0.333043	-0.68678	0.03083	0.110918	0	0.47166	0.0796657
ENSG00000135899	SP110	2	230932009	231190444	33	9	MS_imsgc2019	CD8ET_onek1k_ENSG00000135899	0.0740603	-0.34842	0.4921	0.00548492	0	0.25483	0.718422
ENSG00000132329	RAMP1	2	238667536	238920756	9	4	PD_nalls2019	CD4NC_onek1k_ENSG00000132329	-0.122039	-0.58667	0.36177	0.0148935	0	0.34857	0.601452
ENSG00000168385	SEPT2	2	242154515	242393442	139	17	PD_nalls2019	CD4NC_onek1k_ENSG00000168385	-0.198649	-0.51685	0.11953	0.0394615	0	0.26773	0.205606
ENSG00000168395	ING5	2	242541450	242768893	94	12	PD_nalls2019	CD4NC_onek1k_ENSG00000168395	-0.36871	-0.70846	-0.01978	0.135947	0.00248	0.50191	0.0432265
ENSG00000168395	ING5	2	242541450	242768893	77	8	MS_imsgc2019	CD4NC_onek1k_ENSG00000168395	0.104516	-0.37488	0.58077	0.0109236	0	0.3519	0.653028
ENSG00000235978	AC018816_3	3	4755978	5028977	5	4	PD_nalls2019	CD8NC_onek1k_ENSG00000235978	0.358277	-0.06392	0.74988	0.128362	0	0.56232	0.0845091
ENSG00000271964	RP11_415F23_2	3	16255946	16456494	110	17	PD_nalls2019	CD8NC_onek1k_ENSG00000271964	-0.130772	-0.32741	0.06181	0.0171012	0	0.1072	0.195047
ENSG00000170293	CMTM8	3	32180171	32511817	25	12	PD_nalls2019	CD4ET_onek1k_ENSG00000170293	-0.204053	-0.41297	0.00449	0.0416375	0	0.17055	0.0596518
ENSG00000170293	CMTM8	3	32180171	32511817	95	38	PD_nalls2019	CD4NC_onek1k_ENSG00000170293	0.0193969	-0.10826	0.14278	0.000376239	0	0.02149	0.757399
ENSG00000170293	CMTM8	3	32180171	32511817	48	21	PD_nalls2019	CD8NC_onek1k_ENSG00000170293	-0.17321	-0.36437	0.01799	0.0300016	0	0.13276	0.0801152
ENSG00000093217	XYLB	3	38288251	38562839	384	46	PD_nalls2019	CD4NC_onek1k_ENSG00000093217	-0.00878055	-0.39004	0.36907	7.70981e-05	0	0.18822	0.962329
ENSG00000168028	RPSA	3	39348180	39554033	355	11	ALS_vanrheenen2021	CD4ET_onek1k_ENSG00000168028	0.344942	-0.04591	0.72957	0.118985	0	0.53228	0.0822785
ENSG00000168028	RPSA	3	39348180	39554033	400	18	PD_nalls2019	CD4NC_onek1k_ENSG00000168028	-0.0323951	-0.34737	0.2749	0.00104944	0	0.13421	0.832079
ENSG00000168028	RPSA	3	39348180	39554033	401	18	ALS_vanrheenen2021	CD4NC_onek1k_ENSG00000168028	0.320488	-0.01065	0.66511	0.102713	0	0.44237	0.0659915
ENSG00000168028	RPSA	3	39348180	39554033	389	16	ALS_vanrheenen2021	CD8ET_onek1k_ENSG00000168028	0.493165	0.15589	0.8448	0.243212	0.02453	0.71369	0.00685852
ENSG00000168028	RPSA	3	39348180	39554033	365	14	ALS_vanrheenen2021	CD8NC_onek1k_ENSG00000168028	0.434957	0.07588	0.79617	0.189187	0.00731	0.63389	0.022065
ENSG00000144791	LIMD1	3	45496886	45827830	134	27	PD_nalls2019	CD8NC_onek1k_ENSG00000144791	0.412049	0.14156	0.68946	0.169784	0.02007	0.47536	0.00533577
ENSG00000232112	TMA7	3	48381667	48585616	72	5	CD_delange2017	CD8ET_onek1k_ENSG00000232112	0.111868	-0.4408	0.65327	0.0125145	0	0.44302	0.669038
ENSG00000004534	RBM6	3	49877440	50237478	115	6	CD_delange2017	CD8NC_onek1k_ENSG00000004534	0.325438	-0.13553	0.76996	0.10591	0	0.59283	0.157484
ENSG00000004534	RBM6	3	49877440	50237478	120	6	PD_nalls2019	CD8NC_onek1k_ENSG00000004534	-0.323239	-0.74305	0.11508	0.104483	0	0.55213	0.147996
ENSG00000004534	RBM6	3	49877440	50237478	115	6	UC_delange2017	CD8NC_onek1k_ENSG00000004534	0.448938	0.01961	0.8588	0.201545	0.00349	0.73753	0.0508598
ENSG00000164088	PPM1M	3	52179841	52384613	104	11	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000164088	0.807838	0.48857	1	0.652603	0.2387	1	0.000356066
ENSG00000164088	PPM1M	3	52179841	52384613	40	7	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000164088	0.789647	0.45885	1	0.623542	0.21055	1	0.00109048
ENSG00000114902	SPCS1	3	52638971	52842182	38	9	SCZ_pardinas2018	CD4NC_onek1k_ENSG00000114902	-0.398668	-0.78148	-0.00358	0.158936	0.00167	0.61071	0.0532078
ENSG00000114902	SPCS1	3	52638971	52842182	163	5	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000114902	-0.775434	-1	-0.40589	0.601298	0.16475	1	0.00219937
ENSG00000189283	FHIT	3	59635036	61337133	3962	311	CD_delange2017	CD4ET_onek1k_ENSG00000189283	-0.0705709	-0.38924	0.23265	0.00498025	0	0.15665	0.643398
ENSG00000189283	FHIT	3	59635036	61337133	4093	313	PD_nalls2019	CD4ET_onek1k_ENSG00000189283	-0.00922208	-0.18086	0.1597	8.50467e-05	0	0.03852	0.914237
ENSG00000189283	FHIT	3	59635036	61337133	4093	313	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000189283	0.14262	-0.07733	0.36108	0.0203405	0	0.13038	0.195787
ENSG00000189283	FHIT	3	59635036	61337133	3962	311	UC_delange2017	CD4ET_onek1k_ENSG00000189283	0.0868196	-0.21964	0.41085	0.00753765	0	0.17146	0.571945
ENSG00000189283	FHIT	3	59635036	61337133	3962	311	CD_delange2017	CD8NC_onek1k_ENSG00000189283	-0.172737	-0.45847	0.10071	0.0298381	0	0.21019	0.209088
ENSG00000189283	FHIT	3	59635036	61337133	4093	313	PD_nalls2019	CD8NC_onek1k_ENSG00000189283	-0.040741	-0.18443	0.10145	0.00165983	0	0.03435	0.574068
ENSG00000189283	FHIT	3	59635036	61337133	4093	313	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000189283	-0.0159613	-0.19808	0.16874	0.000254763	0	0.04471	0.863876
ENSG00000189283	FHIT	3	59635036	61337133	3962	311	UC_delange2017	CD8NC_onek1k_ENSG00000189283	-0.112826	-0.40806	0.16706	0.0127296	0	0.16651	0.416753
ENSG00000144741	SLC25A26	3	66019285	66538540	688	78	PD_nalls2019	CD8NC_onek1k_ENSG00000144741	-0.150568	-0.43228	0.11083	0.0226708	0	0.18687	0.25322
ENSG00000172340	SUCLG2	3	67310884	67805038	962	90	PD_nalls2019	CD4NC_onek1k_ENSG00000172340	-0.0841831	-0.29366	0.1226	0.00708679	0	0.08635	0.42325
ENSG00000145088	EAF2	3	121454030	121705373	187	14	MS_imsgc2019	BIN_onek1k_ENSG00000145088	-0.885212	-1	-0.66119	0.7836	0.43717	1	2.4916e-06
ENSG00000145088	EAF2	3	121454030	121705373	212	11	MS_imsgc2019	BMem_onek1k_ENSG00000145088	-0.896745	-1	-0.68231	0.804152	0.46554	1	1.89025e-06
ENSG00000163406	SLC15A2	3	121512936	121762949	55	4	MS_imsgc2019	BIN_onek1k_ENSG00000163406	-0.965033	-1	-0.73998	0.931288	0.54756	1	0.000412122
ENSG00000163406	SLC15A2	3	121512936	121762949	40	2	MS_imsgc2019	BMem_onek1k_ENSG00000163406	-1	-1	-0.90539	1	0.81973	1	0.000172503
ENSG00000114013	CD86	3	121674213	121939983	24	10	MS_imsgc2019	BIN_onek1k_ENSG00000114013	0.620056	0.33931	0.88239	0.384469	0.11513	0.77862	0.000322056
ENSG00000160124	CCDC58	3	121978438	122202078	132	16	PD_nalls2019	BIN_onek1k_ENSG00000160124	0.275132	0.01455	0.5231	0.0756976	0.00113	0.27363	0.0410148
ENSG00000160124	CCDC58	3	121978438	122202078	161	20	PD_nalls2019	BMem_onek1k_ENSG00000160124	0.220282	-0.03461	0.46502	0.048524	0	0.21624	0.0882938
ENSG00000160124	CCDC58	3	121978438	122202078	81	10	PD_nalls2019	CD4ET_onek1k_ENSG00000160124	0.240432	-0.06416	0.54154	0.0578075	0	0.29327	0.119099
ENSG00000160124	CCDC58	3	121978438	122202078	119	19	PD_nalls2019	CD8ET_onek1k_ENSG00000160124	0.183455	-0.01329	0.37097	0.0336556	0	0.13762	0.0697059
ENSG00000160124	CCDC58	3	121978438	122202078	113	17	PD_nalls2019	CD8NC_onek1k_ENSG00000160124	0.144043	-0.08037	0.36207	0.0207485	0	0.1311	0.198445
ENSG00000272758	RP11_299J3_8	3	122035054	122262027	160	20	PD_nalls2019	CD4NC_onek1k_ENSG00000272758	0.0684981	-0.09985	0.23471	0.00469199	0	0.0556	0.421269
ENSG00000114544	SLC41A3	3	125625198	125920404	148	9	PD_nalls2019	CD4NC_onek1k_ENSG00000114544	0.534005	0.24452	0.81874	0.285161	0.05979	0.67033	0.00184638
ENSG00000249846	RP11_77P16_4	3	129731393	129939422	63	3	PD_nalls2019	CD8NC_onek1k_ENSG00000249846	-0.0408287	-0.62473	0.54939	0.00166698	0	0.46773	0.882147
ENSG00000113971	NPHP3	3	132176986	132541303	16	5	PD_nalls2019	CD4NC_onek1k_ENSG00000113971	-0.110079	-0.67914	0.44146	0.0121174	0	0.47282	0.680773
ENSG00000129055	ANAPC13	3	134096548	134305558	68	14	PD_nalls2019	CD4NC_onek1k_ENSG00000129055	0.137579	-0.12756	0.40172	0.0189281	0	0.16138	0.304906
ENSG00000129055	ANAPC13	3	134096548	134305558	66	12	PD_nalls2019	CD8ET_onek1k_ENSG00000129055	0.189873	-0.14094	0.52448	0.0360519	0	0.27508	0.258784
ENSG00000155893	ACPL2	3	140847568	141113748	210	26	PD_nalls2019	CD4NC_onek1k_ENSG00000155893	0.153647	-0.0295	0.33132	0.0236074	0	0.10978	0.0968294
ENSG00000155893	ACPL2	3	140847568	141113748	73	12	PD_nalls2019	CD8NC_onek1k_ENSG00000155893	0.249202	-0.15356	0.65875	0.0621016	0	0.43396	0.219292
ENSG00000144895	EIF2A	3	150164465	150402029	93	17	PD_nalls2019	CD4ET_onek1k_ENSG00000144895	0.167214	-0.18678	0.52065	0.0279606	0	0.27127	0.340736
ENSG00000144895	EIF2A	3	150164465	150402029	79	19	PD_nalls2019	CD8NC_onek1k_ENSG00000144895	-0.189963	-0.49791	0.12622	0.0360861	0	0.24791	0.221608
ENSG00000240137	RP11_103G8_2	3	150321351	150537933	39	4	PD_nalls2019	CD8NC_onek1k_ENSG00000240137	-0.0989896	-0.56553	0.36657	0.00979893	0	0.3288	0.664878
ENSG00000272990	RP11_305K5_1	3	156141529	156342036	47	12	PD_nalls2019	CD4NC_onek1k_ENSG00000272990	0.40651	0.04761	0.74422	0.16525	0.00407	0.55386	0.0266913
ENSG00000173890	GPR160	3	169655717	169903191	196	17	PD_nalls2019	CD8NC_onek1k_ENSG00000173890	-0.211613	-0.39716	-0.02537	0.0447803	0.00114	0.15773	0.0301486
ENSG00000053524	MCF2L2	3	182795831	183246566	97	9	PD_nalls2019	CD8ET_onek1k_ENSG00000053524	0.126018	-0.27837	0.53767	0.0158806	0	0.2927	0.528221
ENSG00000152492	CCDC50	3	190946866	191216459	80	10	PD_nalls2019	CD8ET_onek1k_ENSG00000152492	-0.118344	-0.41712	0.18278	0.0140053	0	0.17413	0.434821
ENSG00000185112	FAM43A	3	194306622	194509762	93	17	PD_nalls2019	CD8ET_onek1k_ENSG00000185112	0.0878856	-0.28408	0.45954	0.00772388	0	0.21902	0.635534
ENSG00000242086	LINC00969	3	195284933	195560422	96	25	PD_nalls2019	CD8ET_onek1k_ENSG00000242086	-0.0605678	-0.22788	0.11136	0.00366846	0	0.05196	0.485479
ENSG00000176945	MUC20	3	195347753	195567994	6	4	PD_nalls2019	CD8ET_onek1k_ENSG00000176945	-0.620475	-0.98915	-0.21748	0.384989	0.04786	0.97842	0.010546
ENSG00000176945	MUC20	3	195347753	195567994	41	17	PD_nalls2019	CD8NC_onek1k_ENSG00000176945	-0.376871	-0.6625	-0.08825	0.142032	0.00824	0.43891	0.0152277
ENSG00000114503	NCBP2	3	196562273	196769468	71	12	PD_nalls2019	CD4NC_onek1k_ENSG00000114503	0.11354	-0.23046	0.45181	0.0128914	0	0.20763	0.508695
ENSG00000244459	RP11_1398P2_1	4	1475789	1681980	30	10	PD_nalls2019	CD4ET_onek1k_ENSG00000244459	-0.423368	-0.75095	-0.08656	0.179241	0.00848	0.56392	0.0161705
ENSG00000244459	RP11_1398P2_1	4	1475789	1681980	50	16	PD_nalls2019	CD8NC_onek1k_ENSG00000244459	0.00214856	-0.273	0.27427	4.61632e-06	0	0.09877	0.987711
ENSG00000159788	RGS12	4	3194755	3541640	184	36	PD_nalls2019	CD4NC_onek1k_ENSG00000159788	-0.0761973	-0.31414	0.1727	0.00580602	0	0.1002	0.544466
ENSG00000132406	TMEM128	4	4137269	4349950	84	11	PD_nalls2019	CD4NC_onek1k_ENSG00000132406	0.00625145	-0.32832	0.3324	3.90806e-05	0	0.14492	0.969302
ENSG00000168824	NSG1	4	4249867	4520785	77	22	PD_nalls2019	CD4ET_onek1k_ENSG00000168824	-0.142446	-0.37181	0.08519	0.0202908	0	0.13824	0.218305
ENSG00000168824	NSG1	4	4249867	4520785	241	41	PD_nalls2019	CD4NC_onek1k_ENSG00000168824	-0.0603432	-0.19507	0.07602	0.00364131	0	0.03806	0.378793
ENSG00000168824	NSG1	4	4249867	4520785	94	29	PD_nalls2019	CD8ET_onek1k_ENSG00000168824	0.0537527	-0.07041	0.17812	0.00288935	0	0.03179	0.392544
ENSG00000168824	NSG1	4	4249867	4520785	113	29	PD_nalls2019	CD8NC_onek1k_ENSG00000168824	0.000766231	-0.12663	0.12496	5.8711e-07	0	0.02099	0.990466
ENSG00000152969	JAKMIP1	4	5927926	6302318	40	19	PD_nalls2019	CD8ET_onek1k_ENSG00000152969	-0.0250334	-0.25576	0.19963	0.000626672	0	0.06976	0.826969
ENSG00000251580	RP11_539L10_3	4	6572452	6775557	33	11	PD_nalls2019	CD4ET_onek1k_ENSG00000251580	0.286137	-0.07427	0.64418	0.0818741	0	0.41497	0.113448
ENSG00000251580	RP11_539L10_3	4	6572452	6775557	86	28	PD_nalls2019	CD4NC_onek1k_ENSG00000251580	0.0633332	-0.10129	0.22411	0.0040111	0	0.05023	0.445183
ENSG00000246526	RP11_539L10_2	4	6589175	6792246	23	11	PD_nalls2019	CD8ET_onek1k_ENSG00000246526	-0.0278225	-0.35712	0.30704	0.000774092	0	0.14693	0.869443
