ld_block	gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen	h2.obs	p	qtl_dataset
11	ENSG00000049239	H6PD	1	9194834	9431396	38	12	UC_delange2017	0.000290745	0.0148695	CD8NC
11	ENSG00000049239	H6PD	1	9194834	9431396	38	12	ALS_vanrheenen2021	6.36001e-05	0.149771	CD8NC
11	ENSG00000049239	H6PD	1	9194834	9431396	38	12	MS_imsgc2019	3.18101e-05	0.354189	CD8NC
11	ENSG00000049239	H6PD	1	9194834	9431396	34	11	CD8NC_onek1k_ENSG00000049239	0.0443176	7.24101e-08	CD8NC
11	ENSG00000074800	ENO1	1	8821061	9039308	13	4	AD_schwartzentruber2021	3.90986e-07	0.38051	BIN
11	ENSG00000074800	ENO1	1	8821061	9039308	13	4	BIN_onek1k_ENSG00000074800	0.0292853	1.15866e-06	BIN
11	ENSG00000074800	ENO1	1	8821061	9039308	13	4	PD_nalls2019	1.63715e-05	0.019316	BIN
11	ENSG00000074800	ENO1	1	8821061	9039308	13	4	SCZ_pardinas2018	5.89956e-05	0.0365571	BIN
11	ENSG00000074800	ENO1	1	8821061	9039308	13	4	ALS_vanrheenen2021	4.00794e-05	0.124601	BIN
11	ENSG00000074800	ENO1	1	8821061	9039308	13	4	MS_imsgc2019	4.13594e-05	0.219962	BIN
11	ENSG00000074800	ENO1	1	8821061	9039308	13	4	FTD_ferrari2014	7.4141e-05	0.335277	BIN
11	ENSG00000131686	CA6	1	8905926	9135151	4	3	CD4ET_onek1k_ENSG00000131686	0.0360951	1.76202e-08	CD4ET
11	ENSG00000131686	CA6	1	8905926	9135151	4	3	CD_delange2017	0.000109991	0.0576402	CD4ET
11	ENSG00000131686	CA6	1	8905926	9135151	3	2	CD4ET_onek1k_ENSG00000131686	0.0368561	3.82806e-09	CD4ET
11	ENSG00000131686	CA6	1	8905926	9135151	4	3	PD_nalls2019	2.78304e-06	0.233365	CD4ET
11	ENSG00000131686	CA6	1	8905926	9135151	4	3	SCZ_pardinas2018	8.63619e-05	0.00683458	CD4ET
11	ENSG00000131686	CA6	1	8905926	9135151	4	3	UC_delange2017	4.02476e-06	0.360545	CD4ET
11	ENSG00000131686	CA6	1	8905926	9135151	4	3	FTD_ferrari2014	0.000321062	0.172596	CD4ET
11	ENSG00000131686	CA6	1	8905926	9135151	51	23	CD4NC_onek1k_ENSG00000131686	0.308688	1.92398e-66	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	51	23	CD_delange2017	7.0096e-05	0.313764	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	50	23	CD4NC_onek1k_ENSG00000131686	0.304329	3.40514e-65	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	51	23	PD_nalls2019	0.00200914	1.57178e-141	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	51	23	SCZ_pardinas2018	0.000104788	0.0631201	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	42	19	CD4NC_onek1k_ENSG00000131686	0.312075	2.51798e-69	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	50	23	CD4NC_onek1k_ENSG00000131686	0.308735	1.86553e-66	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	50	23	FTD_ferrari2014	8.63901e-05	0.432319	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	50	23	CD4NC_onek1k_ENSG00000131686	0.308685	1.92858e-66	CD4NC
11	ENSG00000131686	CA6	1	8905926	9135151	21	11	AD_schwartzentruber2021	5.17812e-06	0.265007	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	21	11	CD8NC_onek1k_ENSG00000131686	0.131761	2.79322e-26	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	21	11	CD_delange2017	0.000169289	0.0888455	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	20	10	CD8NC_onek1k_ENSG00000131686	0.126143	2.12612e-25	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	21	11	PD_nalls2019	1.69845e-07	0.439456	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	21	11	SCZ_pardinas2018	6.27735e-05	0.0873737	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	21	11	UC_delange2017	2.02084e-05	0.363067	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	15	8	CD8NC_onek1k_ENSG00000131686	0.129813	4.03801e-27	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	20	11	FTD_ferrari2014	4.88076e-05	0.417682	CD8NC
11	ENSG00000131686	CA6	1	8905926	9135151	20	11	CD8NC_onek1k_ENSG00000131686	0.131707	2.87423e-26	CD8NC
11	ENSG00000171621	SPSB1	1	9252939	9529591	12	6	AD_schwartzentruber2021	1.44293e-05	0.0438776	CD8ET
11	ENSG00000171621	SPSB1	1	9252939	9529591	12	6	CD8ET_onek1k_ENSG00000171621	0.0516598	1.24909e-10	CD8ET
11	ENSG00000171621	SPSB1	1	9252939	9529591	12	6	CD_delange2017	0.000230291	0.0179914	CD8ET
11	ENSG00000171621	SPSB1	1	9252939	9529591	12	6	LBD_chia2021	0.000473103	0.159448	CD8ET
11	ENSG00000171621	SPSB1	1	9252939	9529591	12	6	SCZ_pardinas2018	5.65778e-05	0.0624797	CD8ET
11	ENSG00000171621	SPSB1	1	9252939	9529591	12	6	ALS_vanrheenen2021	4.5116e-06	0.394955	CD8ET
11	ENSG00000171621	SPSB1	1	9252939	9529591	12	6	MS_imsgc2019	0.000274029	0.00829724	CD8ET
11	ENSG00000171621	SPSB1	1	9252939	9529591	10	5	CD8ET_onek1k_ENSG00000171621	0.0526219	3.40171e-11	CD8ET
12	ENSG00000130939	UBE4B	1	9992890	10341297	218	25	CD4NC_onek1k_ENSG00000130939	0.0873963	3.12291e-13	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	207	26	CD_delange2017	0.000206334	0.126008	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	207	26	CD4NC_onek1k_ENSG00000130939	0.0864101	7.04373e-13	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	207	23	LBD_chia2021	0.00146811	0.0866195	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	207	23	CD4NC_onek1k_ENSG00000130939	0.0806029	2.47059e-12	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	219	26	PD_nalls2019	0.000123638	3.88801e-08	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	219	26	CD4NC_onek1k_ENSG00000130939	0.0862654	7.48433e-13	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	215	23	SCZ_pardinas2018	6.11127e-05	0.164931	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	215	23	CD4NC_onek1k_ENSG00000130939	0.0878458	1.1111e-13	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	212	23	CD4NC_onek1k_ENSG00000130939	0.0860158	2.44984e-13	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	215	24	MS_imsgc2019	0.000667743	0.000875303	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	215	24	CD4NC_onek1k_ENSG00000130939	0.0874663	2.00656e-13	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	205	20	FTD_ferrari2014	0.000564021	0.219928	CD4NC
12	ENSG00000130939	UBE4B	1	9992890	10341297	205	20	CD4NC_onek1k_ENSG00000130939	0.0822596	3.30625e-13	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	28	11	AD_schwartzentruber2021	3.24366e-07	0.432543	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	28	11	CD4NC_onek1k_ENSG00000116661	0.140088	3.34976e-28	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	28	11	PD_nalls2019	6.90443e-05	4.13437e-05	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	27	11	CD4NC_onek1k_ENSG00000116661	0.13485	5.45177e-27	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	21	9	ALS_vanrheenen2021	4.30608e-05	0.214818	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	21	9	CD4NC_onek1k_ENSG00000116661	0.136313	3.4997e-28	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	10	5	CD4NC_onek1k_ENSG00000116661	0.071557	2.70379e-15	CD4NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	18	6	CD8ET_onek1k_ENSG00000116661	0.111979	6.13584e-24	CD8ET
13	ENSG00000116661	FBXO2	1	11608424	11815842	17	6	CD8ET_onek1k_ENSG00000116661	0.111842	6.60018e-24	CD8ET
13	ENSG00000116661	FBXO2	1	11608424	11815842	18	6	ALS_vanrheenen2021	4.03427e-06	0.393758	CD8ET
13	ENSG00000116661	FBXO2	1	11608424	11815842	11	4	CD8ET_onek1k_ENSG00000116661	0.10596	1.2816e-23	CD8ET
13	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	AD_schwartzentruber2021	4.24561e-06	0.250026	CD8NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	CD8NC_onek1k_ENSG00000116661	0.0768507	1.26459e-15	CD8NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	LBD_chia2021	0.000239664	0.281508	CD8NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	PD_nalls2019	0.000110974	6.73524e-08	CD8NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	10	5	CD8NC_onek1k_ENSG00000116661	0.066232	3.96674e-14	CD8NC
13	ENSG00000116661	FBXO2	1	11608424	11815842	2	2	CD8NC_onek1k_ENSG00000116661	0.0243076	2.1619e-06	CD8NC
14	ENSG00000083444	PLOD1	1	11894262	12135595	122	16	AD_schwartzentruber2021	1.79502e-06	0.391712	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	122	16	CD8ET_onek1k_ENSG00000083444	0.0448939	4.10115e-07	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	115	15	CD_delange2017	0.00018848	0.089747	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	115	15	CD8ET_onek1k_ENSG00000083444	0.0464905	1.51816e-07	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	120	16	LBD_chia2021	0.000968873	0.113449	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	120	16	CD8ET_onek1k_ENSG00000083444	0.0437193	6.51904e-07	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	123	16	CD8ET_onek1k_ENSG00000083444	0.0444521	4.88405e-07	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	122	16	SCZ_pardinas2018	4.44212e-05	0.191471	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	115	15	UC_delange2017	2.22958e-05	0.383884	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	123	16	ALS_vanrheenen2021	9.40697e-05	0.107525	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	120	16	MS_imsgc2019	0.000234814	0.0524543	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	120	16	CD8ET_onek1k_ENSG00000083444	0.0441507	5.50065e-07	CD8ET
14	ENSG00000083444	PLOD1	1	11894262	12135595	114	15	CD8ET_onek1k_ENSG00000083444	0.045423	2.33859e-07	CD8ET
14	ENSG00000116661	FBXO2	1	11608424	11815842	28	11	AD_schwartzentruber2021	3.24366e-07	0.432543	CD4NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	28	11	CD4NC_onek1k_ENSG00000116661	0.140088	3.34976e-28	CD4NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	28	11	PD_nalls2019	6.90443e-05	4.13437e-05	CD4NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	27	11	CD4NC_onek1k_ENSG00000116661	0.13485	5.45177e-27	CD4NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	21	9	ALS_vanrheenen2021	4.30608e-05	0.214818	CD4NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	21	9	CD4NC_onek1k_ENSG00000116661	0.136313	3.4997e-28	CD4NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	10	5	CD4NC_onek1k_ENSG00000116661	0.071557	2.70379e-15	CD4NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	18	6	CD8ET_onek1k_ENSG00000116661	0.111979	6.13584e-24	CD8ET
14	ENSG00000116661	FBXO2	1	11608424	11815842	17	6	CD8ET_onek1k_ENSG00000116661	0.111842	6.60018e-24	CD8ET
14	ENSG00000116661	FBXO2	1	11608424	11815842	18	6	ALS_vanrheenen2021	4.03427e-06	0.393758	CD8ET
14	ENSG00000116661	FBXO2	1	11608424	11815842	11	4	CD8ET_onek1k_ENSG00000116661	0.10596	1.2816e-23	CD8ET
14	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	AD_schwartzentruber2021	4.24561e-06	0.250026	CD8NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	CD8NC_onek1k_ENSG00000116661	0.0768507	1.26459e-15	CD8NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	LBD_chia2021	0.000239664	0.281508	CD8NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	12	7	PD_nalls2019	0.000110974	6.73524e-08	CD8NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	10	5	CD8NC_onek1k_ENSG00000116661	0.066232	3.96674e-14	CD8NC
14	ENSG00000116661	FBXO2	1	11608424	11815842	2	2	CD8NC_onek1k_ENSG00000116661	0.0243076	2.1619e-06	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	29	10	AD_schwartzentruber2021	5.9497e-06	0.230681	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	29	10	CD8ET_onek1k_ENSG00000177674	0.0962685	9.85654e-19	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	27	9	CD_delange2017	4.75593e-05	0.283796	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	27	9	CD8ET_onek1k_ENSG00000177674	0.09716	2.71322e-19	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	25	8	CD8ET_onek1k_ENSG00000177674	0.0940899	5.28755e-19	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	30	10	PD_nalls2019	0.000186022	4.98615e-15	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	30	10	CD8ET_onek1k_ENSG00000177674	0.0950542	1.80856e-18	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	27	9	UC_delange2017	4.98166e-05	0.271343	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	30	10	ALS_vanrheenen2021	3.90668e-05	0.269513	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	16	6	CD8ET_onek1k_ENSG00000177674	0.0838842	1.41613e-17	CD8ET
14	ENSG00000177674	AGTRAP	1	11696141	11914859	22	5	AD_schwartzentruber2021	1.90061e-06	0.307956	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	22	5	CD8NC_onek1k_ENSG00000177674	0.0424572	4.70144e-09	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	21	5	CD_delange2017	4.93379e-05	0.222878	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	21	5	CD8NC_onek1k_ENSG00000177674	0.04298	3.65844e-09	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	22	5	PD_nalls2019	7.18589e-06	0.138238	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	21	5	UC_delange2017	8.66835e-05	0.117077	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	22	5	ALS_vanrheenen2021	3.74419e-05	0.211401	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	22	5	MS_imsgc2019	2.98457e-06	0.398899	CD8NC
14	ENSG00000177674	AGTRAP	1	11696141	11914859	7	3	CD8NC_onek1k_ENSG00000177674	0.0285879	7.07755e-07	CD8NC
16	ENSG00000142621	FHAD1	1	15473768	15826779	32	8	AD_schwartzentruber2021	2.34828e-06	0.334961	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	32	8	CD8ET_onek1k_ENSG00000142621	0.112114	4.83756e-23	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	31	8	CD_delange2017	0.000210089	0.0387246	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	31	8	CD8ET_onek1k_ENSG00000142621	0.112055	4.98806e-23	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	32	8	LBD_chia2021	0.000121985	0.362546	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	32	8	PD_nalls2019	0.00014801	1.69753e-12	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	31	8	UC_delange2017	0.000231976	0.0172068	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	31	7	CD8ET_onek1k_ENSG00000142621	0.110937	3.21123e-23	CD8ET
16	ENSG00000142621	FHAD1	1	15473768	15826779	30	7	CD8ET_onek1k_ENSG00000142621	0.111199	2.79693e-23	CD8ET
17	ENSG00000116138	DNAJC16	1	15753308	16018874	158	7	AD_schwartzentruber2021	1.10106e-05	0.0854453	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	158	7	CD4NC_onek1k_ENSG00000116138	0.0926986	4.19603e-19	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	150	6	CD_delange2017	0.000135489	0.0746284	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	150	6	CD4NC_onek1k_ENSG00000116138	0.0970763	1.57187e-20	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	157	7	LBD_chia2021	3.16429e-05	0.388289	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	157	7	CD4NC_onek1k_ENSG00000116138	0.0927397	4.10867e-19	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	160	7	CD4NC_onek1k_ENSG00000116138	0.0927366	4.11508e-19	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	159	7	CD4NC_onek1k_ENSG00000116138	0.0926873	4.22045e-19	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	150	6	UC_delange2017	5.40523e-05	0.204723	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	158	7	MS_imsgc2019	5.44659e-05	0.234203	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	158	7	CD4NC_onek1k_ENSG00000116138	0.0927478	4.09167e-19	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	156	7	CD4NC_onek1k_ENSG00000116138	0.0926602	4.27948e-19	CD4NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	58	2	CD8NC_onek1k_ENSG00000116138	0.0305305	9.43244e-08	CD8NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	57	2	CD_delange2017	7.52185e-05	0.0803499	CD8NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	57	2	CD8NC_onek1k_ENSG00000116138	0.0305256	9.4555e-08	CD8NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	58	2	PD_nalls2019	6.4471e-06	0.0782969	CD8NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	58	2	ALS_vanrheenen2021	2.49864e-05	0.133835	CD8NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	57	2	MS_imsgc2019	4.34863e-05	0.149963	CD8NC
17	ENSG00000116138	DNAJC16	1	15753308	16018874	56	2	CD8NC_onek1k_ENSG00000116138	0.0305714	9.23953e-08	CD8NC
18	ENSG00000058453	CROCC	1	16966768	17399474	25	12	AD_schwartzentruber2021	7.85345e-06	0.200613	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	25	12	CD8ET_onek1k_ENSG00000058453	0.0732078	2.87969e-13	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	23	11	CD8ET_onek1k_ENSG00000058453	0.070817	4.70551e-13	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	22	10	LBD_chia2021	0.00012913	0.358877	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	22	10	CD8ET_onek1k_ENSG00000058453	0.0687251	6.55732e-13	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	25	12	PD_nalls2019	0.000561209	1.48037e-54	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	25	12	SCZ_pardinas2018	1.83648e-05	0.301854	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	23	11	UC_delange2017	0.000179195	0.0577969	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	24	12	ALS_vanrheenen2021	0.000104131	0.0574726	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	24	12	CD8ET_onek1k_ENSG00000058453	0.0762533	6.93059e-14	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	24	12	MS_imsgc2019	0.000260492	0.0264248	CD8ET
18	ENSG00000058453	CROCC	1	16966768	17399474	23	11	CD8ET_onek1k_ENSG00000058453	0.071198	3.93566e-13	CD8ET
18	ENSG00000117115	PADI2	1	17293256	17545948	44	4	MonoC_onek1k_ENSG00000117115	0.0331398	1.83957e-07	MonoC
18	ENSG00000117115	PADI2	1	17293256	17545948	43	4	MonoC_onek1k_ENSG00000117115	0.033138	1.84109e-07	MonoC
18	ENSG00000117115	PADI2	1	17293256	17545948	44	4	LBD_chia2021	0.00204049	0.00192055	MonoC
18	ENSG00000117115	PADI2	1	17293256	17545948	44	4	SCZ_pardinas2018	5.03189e-05	0.0544101	MonoC
18	ENSG00000117115	PADI2	1	17293256	17545948	43	4	UC_delange2017	7.9663e-05	0.107881	MonoC
18	ENSG00000117115	PADI2	1	17293256	17545948	44	4	ALS_vanrheenen2021	0.000107761	0.0128071	MonoC
18	ENSG00000117115	PADI2	1	17293256	17545948	42	4	MonoC_onek1k_ENSG00000117115	0.033137	1.84205e-07	MonoC
18	ENSG00000219481	NBPF1	1	16788814	17040057	21	5	AD_schwartzentruber2021	1.0323e-05	0.0776647	CD8ET
18	ENSG00000219481	NBPF1	1	16788814	17040057	21	5	CD8ET_onek1k_ENSG00000219481	0.0344527	2.09936e-07	CD8ET
18	ENSG00000219481	NBPF1	1	16788814	17040057	20	5	CD8ET_onek1k_ENSG00000219481	0.0344608	2.09133e-07	CD8ET
18	ENSG00000219481	NBPF1	1	16788814	17040057	22	5	LBD_chia2021	0.00020569	0.267942	CD8ET
18	ENSG00000219481	NBPF1	1	16788814	17040057	22	5	CD8ET_onek1k_ENSG00000219481	0.0344987	2.05449e-07	CD8ET
18	ENSG00000219481	NBPF1	1	16788814	17040057	23	5	CD8ET_onek1k_ENSG00000219481	0.0341053	2.47102e-07	CD8ET
18	ENSG00000219481	NBPF1	1	16788814	17040057	21	5	SCZ_pardinas2018	0.000143564	0.00111636	CD8ET
18	ENSG00000219481	NBPF1	1	16788814	17040057	20	5	UC_delange2017	8.06622e-05	0.110753	CD8ET
18	ENSG00000226029	RP4_798A10_2	1	16687443	16894976	39	6	AD_schwartzentruber2021	4.05306e-06	0.242541	CD8NC
18	ENSG00000226029	RP4_798A10_2	1	16687443	16894976	39	6	CD8NC_onek1k_ENSG00000226029	0.0275228	9.3428e-06	CD8NC
18	ENSG00000226029	RP4_798A10_2	1	16687443	16894976	37	6	CD8NC_onek1k_ENSG00000226029	0.0277053	8.61289e-06	CD8NC
18	ENSG00000226029	RP4_798A10_2	1	16687443	16894976	39	6	PD_nalls2019	2.93218e-06	0.286415	CD8NC
18	ENSG00000226029	RP4_798A10_2	1	16687443	16894976	39	6	SCZ_pardinas2018	6.81331e-05	0.0394389	CD8NC
18	ENSG00000226029	RP4_798A10_2	1	16687443	16894976	39	6	MS_imsgc2019	7.71448e-05	0.164008	CD8NC
18	ENSG00000226029	RP4_798A10_2	1	16687443	16894976	38	6	CD8NC_onek1k_ENSG00000226029	0.0275374	9.28241e-06	CD8NC
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	39	5	AD_schwartzentruber2021	5.59059e-06	0.165728	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	39	5	CD8ET_onek1k_ENSG00000238142	0.0303564	1.4188e-06	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	37	4	CD_delange2017	5.18909e-05	0.193953	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	37	4	CD8ET_onek1k_ENSG00000238142	0.0309058	5.35689e-07	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	19	2	CD8ET_onek1k_ENSG00000238142	0.0212356	1.00717e-05	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	40	5	PD_nalls2019	0.000707659	2.28775e-26	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	40	5	CD8ET_onek1k_ENSG00000238142	0.0303538	1.42054e-06	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	39	5	SCZ_pardinas2018	8.14831e-05	0.0220258	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	37	4	UC_delange2017	7.30193e-05	0.119609	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	30	4	ALS_vanrheenen2021	2.04968e-05	0.237114	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	30	4	CD8ET_onek1k_ENSG00000238142	0.0298167	9.00024e-07	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	20	3	MS_imsgc2019	0.000100133	0.0688877	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	20	3	CD8ET_onek1k_ENSG00000238142	0.0289772	5.8514e-07	CD8ET
18	ENSG00000238142	RP11_108M9_4	1	17115033	17316144	16	2	CD8ET_onek1k_ENSG00000238142	0.0211461	1.05328e-05	CD8ET
19	ENSG00000159339	PADI4	1	17534690	17790499	334	35	CD4NC_onek1k_ENSG00000159339	0.219384	1.06664e-38	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	320	35	CD_delange2017	0.000230234	0.135833	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	320	35	CD4NC_onek1k_ENSG00000159339	0.219564	9.67599e-39	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	297	33	LBD_chia2021	0.000865578	0.197767	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	297	33	CD4NC_onek1k_ENSG00000159339	0.222037	6.46166e-40	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	332	35	PD_nalls2019	0.000234268	4.97732e-16	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	332	35	CD4NC_onek1k_ENSG00000159339	0.21966	9.18455e-39	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	332	35	CD4NC_onek1k_ENSG00000159339	0.219364	1.07867e-38	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	304	31	CD4NC_onek1k_ENSG00000159339	0.206205	8.96424e-37	CD4NC
19	ENSG00000159339	PADI4	1	17534690	17790499	34	5	CD8NC_onek1k_ENSG00000159339	0.040148	1.41813e-08	CD8NC
19	ENSG00000159339	PADI4	1	17534690	17790499	33	5	CD8NC_onek1k_ENSG00000159339	0.0401672	1.40517e-08	CD8NC
19	ENSG00000159339	PADI4	1	17534690	17790499	30	4	CD8NC_onek1k_ENSG00000159339	0.0398457	7.18758e-09	CD8NC
19	ENSG00000159339	PADI4	1	17534690	17790499	34	5	PD_nalls2019	3.96592e-06	0.227697	CD8NC
