gene_locus	gene_id	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
DPT	ENSG00000143196	1	168564697	168798502	652	115	PD_nalls2019	pqtls_DPT	-0.00143796	-0.11419	0.11154	2.06772e-06	0	0.01675	0.979955
F5	ENSG00000198734	1	169383404	169655826	771	102	PD_nalls2019	pqtls_F5	-0.0081748	-0.12151	0.10317	6.68274e-05	0	0.01691	0.886212
SELP	ENSG00000174175	1	169458087	169699431	761	98	PD_nalls2019	pqtls_SELP	0.0852177	-0.01391	0.18082	0.00726206	0	0.0327	0.0901052
SELL	ENSG00000188404	1	169559808	169780839	786	76	PD_nalls2019	pqtls_SELL	-0.0133653	-0.15455	0.12772	0.000178632	0	0.02699	0.85546
SELE	ENSG00000007908	1	169591781	169833846	859	67	PD_nalls2019	pqtls_SELE	-0.149636	-0.44487	0.14171	0.0223909	0	0.19791	0.310729
MYOC	ENSG00000034971	1	171504557	171721823	537	72	PD_nalls2019	pqtls_MYOC	-0.0769898	-0.17772	0.02272	0.00592742	0	0.03158	0.133372
DARS2	ENSG00000117593	1	173693641	173927684	286	53	PD_nalls2019	pqtls_DARS2	0.114925	-0.04965	0.27903	0.0132077	0	0.07786	0.170423
CACYBP	ENSG00000116161	1	174868300	175080851	384	51	PD_nalls2019	pqtls_CACYBP	0.0727747	-0.0475	0.18689	0.00529615	0	0.03493	0.228519
ANGPTL1	ENSG00000116194	1	178718840	178940187	378	60	PD_nalls2019	pqtls_ANGPTL1	0.0911604	0.00199	0.18116	0.00831021	1e-04	0.03282	0.0465002
FAM20B	ENSG00000116199	1	178894939	179145697	565	119	PD_nalls2019	pqtls_FAM20B	0.0693519	-0.08692	0.22514	0.00480968	0	0.05069	0.376348
ACBD6	ENSG00000135847	1	180144515	180572089	1061	136	PD_nalls2019	pqtls_ACBD6	-0.000543591	-0.21855	0.22005	2.95492e-07	0	0.06572	0.996032
LAMC2	ENSG00000058085	1	183055373	183314035	709	88	PD_nalls2019	pqtls_LAMC2	-0.0749975	-0.19018	0.04019	0.00562463	0	0.03617	0.198631
GLRX2	ENSG00000023572	1	192965598	193175244	340	44	PD_nalls2019	pqtls_GLRX2	-0.165072	-0.34604	0.01649	0.0272486	0	0.11975	0.0776928
CFH	ENSG00000000971	1	196521008	196816634	290	54	PD_nalls2019	pqtls_CFH	0.206752	0.08831	0.32469	0.0427462	0.0078	0.10542	0.000942482
CFHR1	ENSG00000244414	1	196688887	196901319	233	40	PD_nalls2019	pqtls_CFHR1	-0.0651139	-0.20111	0.07418	0.00423981	0	0.04044	0.349249
CFHR2	ENSG00000080910	1	196688898	197028356	430	62	PD_nalls2019	pqtls_CFHR2	0.0720904	-0.01853	0.1609	0.00519702	0	0.02589	0.120271
CFHR4	ENSG00000134365	1	196719371	196988102	306	49	PD_nalls2019	pqtls_CFHR4	0.060915	-0.05077	0.17022	0.00371064	0	0.02897	0.279215
CFHR5	ENSG00000134389	1	196846667	197078804	358	55	PD_nalls2019	pqtls_CFHR5	0.0103532	-0.09307	0.1129	0.000107188	0	0.01436	0.844658
NEK7	ENSG00000151414	1	198026093	198391550	866	79	PD_nalls2019	pqtls_NEK7	-0.223058	-0.43671	-0.00168	0.0497549	7e-04	0.19072	0.0448583
CSRP1	ENSG00000159176	1	201352658	201578584	705	152	PD_nalls2019	pqtls_CSRP1	0.11623	-0.07271	0.30847	0.0135093	0	0.09515	0.228019
RNPEP	ENSG00000176393	1	201851500	202075275	539	131	PD_nalls2019	pqtls_RNPEP	-0.00396004	-0.11943	0.11293	1.56819e-05	0	0.01885	0.947035
CHI3L1	ENSG00000133048	1	203048059	203255877	460	110	PD_nalls2019	pqtls_CHI3L1	-0.0111662	-0.08345	0.06213	0.000124683	0	0.00757	0.769289
CHIT1	ENSG00000133063	1	203081955	203342769	608	147	PD_nalls2019	pqtls_CHIT1	0.0246358	-0.07033	0.11962	0.00060692	0	0.01459	0.600672
FMOD	ENSG00000122176	1	203209756	203420617	500	117	PD_nalls2019	pqtls_FMOD	-0.0614603	-0.17324	0.05022	0.00377737	0	0.03001	0.281147
REN	ENSG00000143839	1	204023944	204235465	513	134	PD_nalls2019	pqtls_REN	-0.213771	-0.38315	-0.04342	0.0456981	0.00203	0.14681	0.0149717
REN	ENSG00000143839	1	204023944	204235465	505	122	SCZ_pardinas2018	pqtls_REN	0.0290812	-0.31993	0.37892	0.000845715	0	0.16651	0.861853
NFASC	ENSG00000163531	1	204697779	205091950	933	152	PD_nalls2019	pqtls_NFASC	-0.0612515	-0.13366	0.01062	0.00375175	0	0.01786	0.0996042
NFASC	ENSG00000163531	1	204697779	205091950	910	139	SCZ_pardinas2018	pqtls_NFASC	0.0152696	-0.20568	0.24144	0.000233161	0	0.06785	0.888914
CNTN2	ENSG00000184144	1	204912325	205147627	597	101	PD_nalls2019	pqtls_CNTN2	0.177548	0.07889	0.27608	0.0315233	0.00622	0.07622	0.000457292
MAPKAPK2	ENSG00000162889	1	206758289	207007628	543	113	CD_delange2017	pqtls_MAPKAPK2	0.210882	-0.01522	0.44181	0.0444712	0	0.1952	0.0674134
MAPKAPK2	ENSG00000162889	1	206758289	207007628	547	114	PD_nalls2019	pqtls_MAPKAPK2	-0.0125782	-0.12862	0.10355	0.000158211	0	0.01857	0.830225
MAPKAPK2	ENSG00000162889	1	206758289	207007628	544	114	UC_delange2017	pqtls_MAPKAPK2	0.399668	0.22991	0.57275	0.159734	0.05286	0.32805	1.88435e-05
PIGR	ENSG00000162896	1	207001863	207219811	327	94	CD_delange2017	pqtls_PIGR	-0.34897	-0.60318	-0.09589	0.12178	0.00938	0.36382	0.00776359
PIGR	ENSG00000162896	1	207001863	207219811	334	95	PD_nalls2019	pqtls_PIGR	0.0178065	-0.14863	0.18512	0.000317071	0	0.03877	0.835749
PIGR	ENSG00000162896	1	207001863	207219811	328	95	UC_delange2017	pqtls_PIGR	-0.410786	-0.64009	-0.19088	0.168745	0.03644	0.40971	0.000733224
C4BPA	ENSG00000123838	1	207177607	207418317	366	91	PD_nalls2019	pqtls_C4BPA	-0.0410007	-0.14329	0.06377	0.00168106	0	0.02059	0.444313
C4BPA	ENSG00000123838	1	207177607	207418317	363	90	UC_delange2017	pqtls_C4BPA	0.162417	-0.09307	0.42717	0.0263792	0	0.18248	0.196812
CD55	ENSG00000196352	1	207394853	207634311	439	56	PD_nalls2019	pqtls_CD55	-0.041863	-0.2416	0.15411	0.00175251	0	0.06094	0.677132
CR2	ENSG00000117322	1	207527575	207763240	331	70	AD_schwartzentruber2021	pqtls_CR2	0.175522	-0.04152	0.39369	0.0308079	0	0.15499	0.117319
CR2	ENSG00000117322	1	207527575	207763240	326	69	PD_nalls2019	pqtls_CR2	-0.350103	-0.48642	-0.21605	0.122572	0.04668	0.2366	1.55526e-06
CR1	ENSG00000203710	1	207569492	207913992	712	97	AD_schwartzentruber2021	pqtls_CR1	0.734244	0.60968	0.86403	0.539114	0.37171	0.74655	6.00162e-20
CR1	ENSG00000203710	1	207569492	207913992	689	100	PD_nalls2019	pqtls_CR1	-0.0169051	-0.09841	0.06605	0.000285783	0	0.01015	0.686978
CD46	ENSG00000117335	1	207825402	208068858	622	87	AD_schwartzentruber2021	pqtls_CD46	0.133609	-0.03884	0.30071	0.0178514	0	0.09043	0.124775
CD46	ENSG00000117335	1	207825402	208068858	596	88	PD_nalls2019	pqtls_CD46	0.0115513	-0.0996	0.1218	0.000133431	0	0.01662	0.834255
BPNT1	ENSG00000162813	1	220130824	220363804	495	53	PD_nalls2019	pqtls_BPNT1	0.00590528	-0.18104	0.18884	3.48723e-05	0	0.04488	0.949399
CAPN2	ENSG00000162909	1	223789295	224063720	661	87	PD_nalls2019	pqtls_CAPN2	0.0733974	-0.04982	0.1919	0.00538718	0	0.03682	0.230929
CAPN2	ENSG00000162909	1	223789295	224063720	630	68	ALS_vanrheenen2021	pqtls_CAPN2	0.212065	-0.06408	0.48715	0.0449718	0	0.23731	0.126265
GUK1	ENSG00000143774	1	228227663	228436685	273	51	PD_nalls2019	pqtls_GUK1	-0.110806	-0.32889	0.1029	0.012278	0	0.10826	0.307104
AGT	ENSG00000135744	1	230738269	230950043	716	125	PD_nalls2019	pqtls_AGT	-0.0737341	-0.18946	0.04675	0.00543672	0	0.03589	0.21922
TBCE	ENSG00000116957	1	235430675	235712283	616	68	PD_nalls2019	pqtls_TBCE	-0.097949	-0.1961	-0.00483	0.00959401	0.00014	0.03845	0.043576
NID1	ENSG00000116962	1	236039130	236328462	675	158	PD_nalls2019	pqtls_NID1	0.0650431	-0.05206	0.17972	0.0042306	0	0.0323	0.268916
ERO1LB	ENSG00000086619	1	236278855	236545319	881	111	PD_nalls2019	pqtls_ERO1LB	-0.142285	-0.29124	0.00459	0.0202449	0	0.08482	0.059414
GREM2	ENSG00000180875	1	240552873	240875449	797	226	CD_delange2017	pqtls_GREM2	-0.0973314	-0.44376	0.2465	0.00947341	0	0.2014	0.567653
GREM2	ENSG00000180875	1	240552873	240875449	802	227	LBD_chia2021	pqtls_GREM2	-0.18937	-0.47726	0.08245	0.0358611	0	0.22778	0.16927
GREM2	ENSG00000180875	1	240552873	240875449	820	230	PD_nalls2019	pqtls_GREM2	-0.261379	-0.44155	-0.0915	0.0683191	0.00839	0.19496	0.0028344
FH	ENSG00000091483	1	241560903	241783061	528	130	PD_nalls2019	pqtls_FH	-0.0870016	-0.26794	0.09404	0.00756927	0	0.07232	0.343579
ACP1	ENSG00000143727	2	164140	378283	358	75	PD_nalls2019	pqtls_ACP1	-0.0739394	-0.14384	-0.00869	0.00546704	0.00014	0.02069	0.0310069
PXDN	ENSG00000130508	2	1535659	1848624	1067	179	LBD_chia2021	pqtls_PXDN	-0.00654648	-0.23587	0.22623	4.28564e-05	0	0.07034	0.953976
PXDN	ENSG00000130508	2	1535659	1848624	1113	181	PD_nalls2019	pqtls_PXDN	0.0299565	-0.08208	0.1382	0.000897394	0	0.01958	0.593701
COLEC11	ENSG00000118004	2	3542426	3792048	653	149	PD_nalls2019	pqtls_COLEC11	0.227952	0.17428	0.28242	0.0519621	0.03037	0.07976	8.56391e-16
HPCAL1	ENSG00000115756	2	10343015	10667743	1063	223	PD_nalls2019	pqtls_HPCAL1	-0.083707	-0.24291	0.06804	0.00700686	0	0.05901	0.283235
HPCAL1	ENSG00000115756	2	10343015	10667743	1029	218	UC_delange2017	pqtls_HPCAL1	0.0861803	-0.22957	0.40819	0.00742704	0	0.16946	0.572726
MATN3	ENSG00000132031	2	20091872	20312455	454	71	PD_nalls2019	pqtls_MATN3	0.0717675	-0.02151	0.1641	0.00515058	0	0.02693	0.129795
FKBP1B	ENSG00000119782	2	24172571	24386551	534	65	PD_nalls2019	pqtls_FKBP1B	0.115718	-0.01186	0.24489	0.0133907	0	0.05997	0.0779037
TP53I3	ENSG00000115129	2	24200303	24408731	509	62	PD_nalls2019	pqtls_TP53I3	-0.0469795	-0.15519	0.06028	0.00220708	0	0.0244	0.398102
GCKR	ENSG00000084734	2	27619709	27846554	290	54	CD_delange2017	pqtls_GCKR	-0.914346	-1	-0.69608	0.836029	0.48452	1	3.1131e-08
GCKR	ENSG00000084734	2	27619709	27846554	297	56	PD_nalls2019	pqtls_GCKR	0.336788	0.08722	0.592	0.113426	0.00795	0.35046	0.00977095
GCKR	ENSG00000084734	2	27619709	27846554	295	49	SCZ_pardinas2018	pqtls_GCKR	-0.134973	-0.45425	0.17552	0.0182176	0	0.20692	0.378734
DPY30	ENSG00000162961	2	31992878	32364881	577	85	PD_nalls2019	pqtls_DPY30	0.00740192	-0.20762	0.22485	5.47884e-05	0	0.06294	0.946263
VIT	ENSG00000205221	2	36823833	37141935	878	182	PD_nalls2019	pqtls_VIT	0.0352151	-0.0125	0.08298	0.0012401	0	0.00689	0.147123
QPCT	ENSG00000115828	2	37471717	37700465	697	100	PD_nalls2019	pqtls_QPCT	0.132857	0.0385	0.22441	0.0176509	0.00148	0.05036	0.00555398
PKDCC	ENSG00000162878	2	42175160	42385668	661	126	PD_nalls2019	pqtls_PKDCC	0.0848052	-0.02513	0.19114	0.00719193	0	0.03653	0.126731
ERLEC1	ENSG00000068912	2	53914181	54145956	548	63	PD_nalls2019	pqtls_ERLEC1	0.18595	-0.06006	0.43214	0.0345775	0	0.18675	0.143381
ACYP2	ENSG00000170634	2	54097975	54632437	1224	149	PD_nalls2019	pqtls_ACYP2	0.140503	0.01196	0.26633	0.019741	0.00042	0.07093	0.0325401
EFEMP1	ENSG00000115380	2	55993102	56251274	713	108	PD_nalls2019	pqtls_EFEMP1	-0.0203268	-0.16058	0.12294	0.000413177	0	0.02826	0.778854
B3GNT2	ENSG00000170340	2	62323248	62551866	371	104	CD_delange2017	pqtls_B3GNT2	-0.416884	-0.68484	-0.16856	0.173792	0.02841	0.469	0.00119483
B3GNT2	ENSG00000170340	2	62323248	62551866	372	105	PD_nalls2019	pqtls_B3GNT2	0.132005	0.02178	0.24309	0.0174254	0.00058	0.05909	0.0179153
B3GNT2	ENSG00000170340	2	62323248	62551866	364	99	SCZ_pardinas2018	pqtls_B3GNT2	0.0475722	-0.24356	0.3431	0.00226312	0	0.12666	0.735714
MDH1	ENSG00000014641	2	63715743	63934331	360	68	PD_nalls2019	pqtls_MDH1	0.0634075	-0.12536	0.25158	0.00402051	0	0.06446	0.50538
RAB1A	ENSG00000138069	2	65197835	65457240	602	110	PD_nalls2019	pqtls_RAB1A	0.231458	0.09057	0.36934	0.0535727	0.0082	0.13641	0.00122205
CNRIP1	ENSG00000119865	2	68411303	68647183	605	68	PD_nalls2019	pqtls_CNRIP1	0.0233627	-0.13869	0.18107	0.000545816	0	0.036	0.773928
CNRIP1	ENSG00000119865	2	68411303	68647183	603	60	MS_imsgc2019	pqtls_CNRIP1	0.427325	0.1965	0.68198	0.182606	0.03861	0.46509	0.00055307
PLEK	ENSG00000115956	2	68492305	68724585	680	85	AD_schwartzentruber2021	pqtls_PLEK	0.0336566	-0.20649	0.27577	0.00113277	0	0.08231	0.778139
PLEK	ENSG00000115956	2	68492305	68724585	670	89	PD_nalls2019	pqtls_PLEK	-0.141816	-0.25621	-0.02731	0.0201117	0.00081	0.06565	0.0160157
PLEK	ENSG00000115956	2	68492305	68724585	652	72	MS_imsgc2019	pqtls_PLEK	0.588686	0.38788	0.81634	0.346551	0.15045	0.66641	3.9622e-07
ARHGAP25	ENSG00000163219	2	68806733	69153965	965	158	PD_nalls2019	pqtls_ARHGAP25	-0.152198	-0.28337	-0.02475	0.0231643	0.00079	0.0803	0.023214
BMP10	ENSG00000163217	2	68992613	69198649	570	127	PD_nalls2019	pqtls_BMP10	0.139113	-0.0883	0.37083	0.0193525	0	0.13752	0.217193
GKN2	ENSG00000183607	2	69072364	69280102	578	114	PD_nalls2019	pqtls_GKN2	0.0603283	-0.0225	0.14265	0.00363951	0	0.02035	0.155169
NFU1	ENSG00000169599	2	69522882	69764760	331	43	PD_nalls2019	pqtls_NFU1	-0.249584	-0.62999	0.099	0.0622921	0	0.39797	0.164168
ANXA4	ENSG00000196975	2	69771557	70153596	538	98	PD_nalls2019	pqtls_ANXA4	0.0320649	-0.07147	0.13528	0.00102816	0	0.01831	0.545988
PCYOX1	ENSG00000116005	2	70384518	70608323	381	53	PD_nalls2019	pqtls_PCYOX1	0.0822321	-0.03264	0.19913	0.00676212	0	0.03965	0.163626
NAGK	ENSG00000124357	2	71191474	71406935	632	123	PD_nalls2019	pqtls_NAGK	-0.00999933	-0.1146	0.09486	9.99866e-05	0	0.01471	0.85051
STAMBP	ENSG00000124356	2	73956086	74200786	381	67	PD_nalls2019	pqtls_STAMBP	0.0358714	-0.20339	0.27005	0.00128676	0	0.08004	0.760329
BOLA3	ENSG00000163170	2	74262525	74475121	333	63	PD_nalls2019	pqtls_BOLA3	0.121784	-0.15519	0.40338	0.0148313	0	0.16366	0.378645
LOXL3	ENSG00000115318	2	74659541	74882817	146	56	PD_nalls2019	pqtls_LOXL3	-0.143813	-0.375	0.08244	0.0206822	0	0.14062	0.214587
HK2	ENSG00000159399	2	74961108	75220486	586	137	PD_nalls2019	pqtls_HK2	0.0590479	-0.10057	0.22489	0.00348665	0	0.05086	0.478293
REG3G	ENSG00000143954	2	79152812	79355631	679	93	PD_nalls2019	pqtls_REG3G	0.00175923	-0.08282	0.08561	3.09488e-06	0	0.00892	0.967212
REG1B	ENSG00000172023	2	79212156	79415145	630	96	PD_nalls2019	pqtls_REG1B	0.0279496	-0.06446	0.11864	0.000781181	0	0.01436	0.545628
REG1A	ENSG00000115386	2	79247488	79450545	596	103	PD_nalls2019	pqtls_REG1A	0.0044248	-0.07791	0.08753	1.95788e-05	0	0.00896	0.916978
REG3A	ENSG00000172016	2	79284132	79486879	554	110	PD_nalls2019	pqtls_REG3A	0.0609676	-0.04303	0.16698	0.00371705	0	0.02788	0.253691
CAPG	ENSG00000042493	2	85521871	85745555	595	112	PD_nalls2019	pqtls_CAPG	-0.0195733	-0.14145	0.10739	0.000383113	0	0.0212	0.754527
SFTPB	ENSG00000168878	2	85784437	85995864	413	82	PD_nalls2019	pqtls_SFTPB	0.122468	-0.05138	0.29992	0.0149985	0	0.08995	0.170208
GNLY	ENSG00000115523	2	85812298	86025977	416	97	PD_nalls2019	pqtls_GNLY	0.0172353	-0.08399	0.11725	0.000297057	0	0.01472	0.731374
CD8A	ENSG00000153563	2	86911729	87135519	264	54	PD_nalls2019	pqtls_CD8A	0.121292	-0.01643	0.25587	0.0147117	0	0.06547	0.0815135
FABP1	ENSG00000163586	2	88322510	88527635	415	92	PD_nalls2019	pqtls_FABP1	0.104194	-0.05439	0.25827	0.0108563	0	0.0667	0.181193
RPIA	ENSG00000153574	2	88891162	89150452	388	46	PD_nalls2019	pqtls_RPIA	0.0591841	-0.10719	0.22802	0.00350276	0	0.05199	0.47762
LMAN2L	ENSG00000114988	2	97271666	97505801	236	56	PD_nalls2019	pqtls_LMAN2L	0.0313324	-0.12059	0.17939	0.000981717	0	0.03419	0.67911
IL1R2	ENSG00000115590	2	102508306	102745006	538	89	CD_delange2017	pqtls_IL1R2	0.324053	0.08328	0.58201	0.10501	0.00728	0.33873	0.00939584
IL1R2	ENSG00000115590	2	102508306	102745006	550	92	PD_nalls2019	pqtls_IL1R2	0.0233876	-0.11713	0.16669	0.000546982	0	0.02956	0.746679
IL1R1	ENSG00000115594	2	102581004	102896334	805	113	CD_delange2017	pqtls_IL1R1	-0.427879	-0.71271	-0.17993	0.183081	0.03238	0.50796	0.00124128
IL1R1	ENSG00000115594	2	102581004	102896334	825	115	PD_nalls2019	pqtls_IL1R1	-0.153939	-0.32583	0.01693	0.0236974	0	0.10617	0.0808225
IL1RL2	ENSG00000115598	2	102703433	102956462	667	85	CD_delange2017	pqtls_IL1RL2	-0.0485753	-0.27214	0.18215	0.00235956	0	0.07697	0.667346
IL1RL2	ENSG00000115598	2	102703433	102956462	676	86	PD_nalls2019	pqtls_IL1RL2	-0.0296401	-0.17087	0.115	0.000878534	0	0.03015	0.680087
IL1RL1	ENSG00000115602	2	102827962	103068497	677	62	CD_delange2017	pqtls_IL1RL1	0.509659	0.33347	0.6877	0.259753	0.1112	0.47294	1.26046e-07
IL1RL1	ENSG00000115602	2	102827962	103068497	684	64	PD_nalls2019	pqtls_IL1RL1	0.204424	0.03025	0.38367	0.0417891	0.00121	0.1472	0.0237247
IL18R1	ENSG00000115604	2	102827989	103115218	844	69	CD_delange2017	pqtls_IL18R1	0.464853	0.28421	0.65502	0.216088	0.08077	0.42906	1.89645e-06
IL18R1	ENSG00000115604	2	102827989	103115218	853	71	PD_nalls2019	pqtls_IL18R1	0.0188246	-0.15913	0.19962	0.000354364	0	0.04402	0.83562
IL18RAP	ENSG00000115607	2	102935149	103169025	756	48	CD_delange2017	pqtls_IL18RAP	-0.228056	-0.4737	0.01264	0.0520097	0	0.22439	0.0658268
IL18RAP	ENSG00000115607	2	102935149	103169025	757	50	PD_nalls2019	pqtls_IL18RAP	0.0310061	-0.18204	0.24526	0.000961379	0	0.06414	0.775923
NCK2	ENSG00000071051	2	106261354	106610730	1173	137	AD_schwartzentruber2021	pqtls_NCK2	0.069556	-0.20725	0.35789	0.00483804	0	0.13123	0.605795
NCK2	ENSG00000071051	2	106261354	106610730	1136	139	LBD_chia2021	pqtls_NCK2	-0.0100713	-0.28514	0.26274	0.000101432	0	0.10143	0.940014
NCK2	ENSG00000071051	2	106261354	106610730	1165	142	PD_nalls2019	pqtls_NCK2	0.0527403	-0.05812	0.16005	0.00278154	0	0.02566	0.340943
UXS1	ENSG00000115652	2	106609759	106910795	827	122	PD_nalls2019	pqtls_UXS1	-0.245482	-0.39099	-0.1016	0.0602614	0.01032	0.15287	0.00109827
EDAR	ENSG00000135960	2	109410927	109705828	550	123	PD_nalls2019	pqtls_EDAR	-0.0531185	-0.13572	0.03102	0.00282158	0	0.01842	0.21025
IL1RN	ENSG00000136689	2	113764791	113991593	742	107	PD_nalls2019	pqtls_IL1RN	-0.0335015	-0.15092	0.08278	0.00112235	0	0.02295	0.569579
DBI	ENSG00000155368	2	120024497	120230126	570	88	PD_nalls2019	pqtls_DBI	0.0439776	-0.06442	0.15085	0.00193403	0	0.02276	0.421216
INHBB	ENSG00000163083	2	121003719	121209384	501	108	PD_nalls2019	pqtls_INHBB	-0.103039	-0.33544	0.12558	0.010617	0	0.11268	0.366399
BIN1	ENSG00000136717	2	127705603	127964931	892	133	AD_schwartzentruber2021	pqtls_BIN1	0.780557	0.65259	0.90854	0.609269	0.42587	0.82545	2.90293e-19
BIN1	ENSG00000136717	2	127705603	127964931	798	134	LBD_chia2021	pqtls_BIN1	0.500614	0.26037	0.77165	0.250614	0.06779	0.59545	0.000194578
BIN1	ENSG00000136717	2	127705603	127964931	885	139	PD_nalls2019	pqtls_BIN1	0.286906	0.16256	0.41428	0.0823152	0.02642	0.17163	2.12021e-05
PROC	ENSG00000115718	2	128076003	128286822	442	57	AD_schwartzentruber2021	pqtls_PROC	0.0445262	-0.29699	0.38791	0.00198259	0	0.16637	0.786607
PROC	ENSG00000115718	2	128076003	128286822	439	62	PD_nalls2019	pqtls_PROC	0.291077	0.06984	0.50928	0.0847259	0.00513	0.25937	0.0111198
PROC	ENSG00000115718	2	128076003	128286822	414	40	MS_imsgc2019	pqtls_PROC	-0.174557	-0.54401	0.18203	0.0304701	0	0.29717	0.314298
HS6ST1	ENSG00000136720	2	128894290	129176151	729	132	LBD_chia2021	pqtls_HS6ST1	-0.0463861	-0.32115	0.22137	0.00215167	0	0.10861	0.722952
HS6ST1	ENSG00000136720	2	128894290	129176151	740	138	PD_nalls2019	pqtls_HS6ST1	-0.125068	-0.22459	-0.02661	0.015642	0.00075	0.05044	0.0135436
HS6ST1	ENSG00000136720	2	128894290	129176151	722	135	UC_delange2017	pqtls_HS6ST1	-0.0933025	-0.36544	0.16573	0.00870536	0	0.13519	0.467137
LCT	ENSG00000115850	2	136445410	136694750	305	27	PD_nalls2019	pqtls_LCT	0.0576064	-0.09196	0.2079	0.0033185	0	0.0435	0.450813
DARS	ENSG00000115866	2	136564247	136843670	267	45	PD_nalls2019	pqtls_DARS	-0.104158	-0.22425	0.01728	0.0108488	0	0.05029	0.0917667
KYNU	ENSG00000115919	2	143535067	143899890	683	95	CD_delange2017	pqtls_KYNU	0.397655	0.15702	0.6716	0.158129	0.02465	0.45105	0.00151862
KYNU	ENSG00000115919	2	143535067	143899890	694	96	PD_nalls2019	pqtls_KYNU	-0.009597	-0.05336	0.0322	9.21025e-05	0	0.00289	0.663799
NMI	ENSG00000123609	2	152026979	152246571	506	71	PD_nalls2019	pqtls_NMI	0.0720143	-0.11404	0.25833	0.00518606	0	0.06702	0.441271
TNFAIP6	ENSG00000123610	2	152114106	152336560	518	77	PD_nalls2019	pqtls_TNFAIP6	-0.00259994	-0.1057	0.09941	6.75969e-06	0	0.0132	0.959975
GALNT13	ENSG00000144278	2	154628426	155410361	1552	118	PD_nalls2019	pqtls_GALNT13	-0.0187655	-0.26107	0.21512	0.000352146	0	0.07652	0.8724
LY75	ENSG00000054219	2	160528362	160861260	857	78	PD_nalls2019	pqtls_LY75	-0.0973097	-0.3451	0.13597	0.00946917	0	0.12038	0.408831
PLA2R1	ENSG00000153246	2	160688519	161019121	861	92	PD_nalls2019	pqtls_PLA2R1	0.0214528	-0.20289	0.2471	0.000460222	0	0.07129	0.84629
DPP4	ENSG00000197635	2	162748751	163031052	532	99	PD_nalls2019	pqtls_DPP4	-0.145918	-0.38552	0.08962	0.0212919	0	0.14863	0.216114
FAP	ENSG00000078098	2	162927194	163201661	409	74	PD_nalls2019	pqtls_FAP	0.0795575	-0.05436	0.21167	0.00632939	0	0.04481	0.246288
FAP	ENSG00000078098	2	162927194	163201661	398	72	UC_delange2017	pqtls_FAP	0.240166	-0.04538	0.53931	0.0576795	0	0.29086	0.0997267
GCA	ENSG00000115271	2	163075350	163328105	246	51	PD_nalls2019	pqtls_GCA	-0.0644006	-0.23497	0.10704	0.00414744	0	0.05521	0.457835
GCA	ENSG00000115271	2	163075350	163328105	240	50	UC_delange2017	pqtls_GCA	-0.353366	-0.6489	-0.07779	0.124868	0.00636	0.42107	0.0135098
OLA1	ENSG00000138430	2	174837175	175213426	855	132	PD_nalls2019	pqtls_OLA1	0.0192808	-0.04897	0.08588	0.000371748	0	0.00747	0.577716
OLA1	ENSG00000138430	2	174837175	175213426	852	125	SCZ_pardinas2018	pqtls_OLA1	0.564022	0.35867	0.80652	0.318121	0.12865	0.65047	7.42634e-07
DNAJC10	ENSG00000077232	2	183480999	183759191	558	103	PD_nalls2019	pqtls_DNAJC10	0.173581	0.03665	0.30863	0.0301304	0.00149	0.09525	0.0115912
FRZB	ENSG00000162998	2	183598002	183831890	458	97	PD_nalls2019	pqtls_FRZB	-0.0179385	-0.09198	0.0554	0.000321789	0	0.00877	0.635068
TFPI	ENSG00000003436	2	188228957	188530487	529	73	PD_nalls2019	pqtls_TFPI	0.104492	-0.08709	0.29888	0.0109186	0	0.08933	0.290352
HIBCH	ENSG00000198130	2	190954461	191308919	832	110	PD_nalls2019	pqtls_HIBCH	0.00387478	-0.06124	0.06772	1.50139e-05	0	0.0055	0.907338
NRP2	ENSG00000118257	2	206446714	206762857	568	204	PD_nalls2019	pqtls_NRP2	0.128827	0.04272	0.21831	0.0165964	0.00185	0.04766	0.00369159
NRP2	ENSG00000118257	2	206446714	206762857	561	198	UC_delange2017	pqtls_NRP2	-0.0324994	-0.26429	0.1923	0.00105621	0	0.07469	0.776311
ADAM23	ENSG00000114948	2	207208263	207585851	760	121	PD_nalls2019	pqtls_ADAM23	-0.0329404	-0.15041	0.08469	0.00108507	0	0.02296	0.581725
IDH1	ENSG00000138413	2	209000951	209230798	598	101	PD_nalls2019	pqtls_IDH1	0.0997722	0.00664	0.19232	0.00995448	0.00019	0.03699	0.0355328
RPE	ENSG00000197713	2	210767289	210986300	224	57	PD_nalls2019	pqtls_RPE	-0.0613631	-0.29682	0.17559	0.00376543	0	0.0896	0.601876
LANCL1	ENSG00000115365	2	211195973	211442376	476	60	PD_nalls2019	pqtls_LANCL1	0.0227262	-0.21219	0.26219	0.000516481	0	0.07625	0.848186
FN1	ENSG00000115414	2	216125163	216400895	651	117	PD_nalls2019	pqtls_FN1	-0.134508	-0.27158	-3e-04	0.0180925	0.00018	0.07376	0.0512342
IGFBP2	ENSG00000115457	2	217397551	217629159	449	137	PD_nalls2019	pqtls_IGFBP2	0.0722704	-0.11103	0.25274	0.00522302	0	0.06429	0.425452
IGFBP2	ENSG00000115457	2	217397551	217629159	401	110	SCZ_pardinas2018	pqtls_IGFBP2	0.0511245	-0.29409	0.39882	0.00261371	0	0.16915	0.757948
